id,name,streetAddress,city,state,zipCode,telephone,website,priceRange,category,ratingValue,neighborhood,Takes Reservations,Delivery,Take-out,Accepts Credit Cards,Good For,Parking,Attire,Ambience,Alcohol,Outdoor Seating,Wi-Fi,Waiter Service,Caters 
4156,Cosmic Cafe & Catering,1 Boathouse Row,Philadelphia,PA,19130,(215) 978-0900,cosmicfoods.com,$$,Cafes,4.0,Fairmount; Art Museum District,No,No,Yes,Yes,Brunch,Street; Private Lot,Casual,Casual,No,Yes,Free,No,Yes
4157,Dim Sum Garden,1020 Race St,Philadelphia,PA,19107,(215) 873-0258,dimsumgardenphilly.com,$,Dim Sum;Asian Fusion;Shanghainese,4.0,Chinatown,No,Yes,Yes,No,Lunch,Street,Casual,Casual,No,No,No,Yes,No
4158,Morimoto,723 Chestnut St,Philadelphia,PA,19106,(215) 413-9070,morimotorestaurant.com,$$$$,Japanese;Sushi Bars,4.5,Market East,Yes,No,No,Yes,Dinner,Valet; Street,Dressy,Trendy,Full Bar,No,No,Yes,No
4159,Pita Chip,1600 N Broad St Unit 7,Philadelphia,PA,19121,(267) 273-1716,pitachipphilly.com,$,Mediterranean;Vegetarian;Sandwiches,5.0,Templetown; Avenue of the Arts North,No,Yes,Yes,Yes,,,Casual,,No,Yes,Free,No,No
4160,El Cafeito,1700 N 3rd St,Philadelphia,PA,19122,(215) 278-2482,,$,Coffee & Tea;Latin American;Sandwiches,4.5,,No,Yes,Yes,Yes,Brunch,Street,Casual,Casual,No,Yes,Free,No,Yes
4161,Cucina Forte,768 S 8th St,Philadelphia,PA,19147,(215) 238-0778,cucinaforte.com,$$,Italian,4.0,Bella Vista,Yes,No,Yes,Yes,Dinner,Street,Casual,Casual,No,No,Free,Yes,Yes
4162,Steak & Shake,2573 Frankford Ave,Philadelphia,PA,19125,(267) 773-7521,steaknshake.com,$,American (New);Steakhouses,4.0,Kensington,No,No,Yes,Yes,,Street,Casual,,No,Yes,No,No,No
4163,Nick’s Charcoal Pit,1242 Snyder Ave,Philadelphia,PA,19148,(215) 271-3750,nickscharcoal.com,$$,Barbeque,3.5,,No,Yes,Yes,Yes,Dinner,Street,Casual,Casual,No,No,No,No,Yes
4164,Memphis Taproom,2331 E Cumberland St,Philadelphia,PA,19125,(215) 425-4460,memphistaproom.com,$$,Pubs;American (New),4.0,Kensington,No,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,Yes,No,Yes,No
4165,Petit Roti,248 S 11th St,Philadelphia,PA,19107,(267) 457-5447,petit-roti.com,$$,Ethnic Food;Sandwiches,4.0,Washington Square West,No,No,Yes,Yes,Lunch,,Casual,Trendy,No,Yes,,No,
4166,Ippolito’s Seafood,1300 Dickinson St,Philadelphia,PA,19147,(215) 389-8906,ippolitosseafood.com,$$,Seafood;Sandwiches,4.0,Newbold,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,No,No,No,Yes
4167,Continental Restaurant and Martini Bar,138 Market St,Philadelphia,PA,19106,(215) 923-6069,continentalmartinibar.com,$$,American (New);Lounges;Breakfast & Brunch,3.5,Old City,Yes,No,Yes,Yes,Dinner,Street,Casual,Trendy,Full Bar,Yes,No,Yes,No
4168,Urban Saloon,2120 Fairmount Ave,Philadelphia,PA,19130,(215) 232-5359,urbansaloon.com,$$,Bars;Barbeque,3.0,Fairmount; Art Museum District,No,No,Yes,Yes,Brunch,Street,Casual,Casual,Full Bar,Yes,No,Yes,No
4169,Pattaya Restaurant,4006 Chestnut St,Philadelphia,PA,19104,(215) 387-8533,pattayarestaurant.com,$$,Thai;Asian Fusion;Soup,3.5,University City,Yes,Yes,Yes,Yes,Lunch; Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,Yes
4170,El Jarocho,1138 S 13th St,Philadelphia,PA,19147,(215) 463-2020,,$,Mexican,4.0,,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,No,No,Yes,No
4171,Vietnam Cafe,816 S 47th St,Philadelphia,PA,19143,(215) 729-0260,eatatvietnam.com/vietnam_cafe…,$$,Vietnamese,4.0,Cedar Park,No,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,Yes
4172,Saqqara Cafe,1356 South St,Philadelphia,PA,19147,(215) 735-0565,,$$,Cafes;Coffee & Tea;Hookah Bars,4.0,Washington Square West; Avenue of the Arts South,Yes,Yes,Yes,Yes,Late Night,Street,Casual,Casual,No,No,Free,Yes,Yes
4173,Sitar India,60 S 38th St,Philadelphia,PA,19104,(215) 662-0818,sitarindiapa.com,$$,Indian,4.0,University City,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,No,No,Yes,Yes
4174,Landmark Americana,3333 Market St,Philadelphia,PA,19104,(215) 222-4500,landmarkamericana.com/ph-home…,$$,American (New);Sports Bars,3.0,University City; Powelton Village,Yes,No,Yes,Yes,Dinner; Late Night,Street,Casual,Casual,Full Bar,Yes,Free,Yes,No
4175,iSushi,425 S Broad St,Philadelphia,PA,19147,(215) 772-0333,isushiphilly.com,$$,Sushi Bars;Thai;Chinese,3.5,Washington Square West; Avenue of the Arts South,Yes,Yes,Yes,Yes,Lunch,Street,Casual,,No,No,Free,Yes,Yes
4176,Uzu Sushi,104 Market St,Philadelphia,PA,19106,(215) 923-9290,uzusushi.com,$$,Sushi Bars,4.0,Old City,Yes,No,Yes,Yes,Dinner,Street,Casual,Intimate,No,Yes,No,Yes,No
4177,Laurel,1617 E Passyunk Ave,Philadelphia,PA,19148,(215) 271-8299,restaurantlaurel.com,$$$$,French;American (New),4.5,,Yes,No,No,Yes,Dinner,Street,Dressy,Intimate,No,No,No,Yes,No
4178,Jimmy G’s Steaks,695 N Broad St,Philadelphia,PA,19123,(215) 763-2495,jimmygsteaks.com,$,Sandwiches;Cheesesteaks,4.0,Avenue of the Arts North,No,Yes,Yes,Yes,Late Night,Street; Private Lot,Casual,Casual,No,Yes,No,No,No
4179,Marathon,121 S 16th St,Philadelphia,PA,19102,(215) 569-3278,eatmarathon.com,$$,American (New),3.5,Rittenhouse Square; Penn Center,Yes,Yes,Yes,Yes,Lunch,Garage; Street,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
4180,The Dandelion,124 S 18th St,Philadelphia,PA,19103,(215) 558-2500,thedandelionpub.com,$$,Gastropubs;British,4.0,Rittenhouse Square; Penn Center,Yes,No,No,Yes,Dinner,Street,Casual,Trendy,Full Bar,No,No,Yes,No
4181,Misconduct Tavern,1511 Locust St,Philadelphia,PA,19102,(215) 732-5797,misconducttavern.com,$$,Bars;Burgers,3.5,Rittenhouse Square,No,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,Yes,Free,Yes,No
4182,Fitler Dining Room,2201 Spruce St,Philadelphia,PA,19103,(215) 732-3331,fitlerdiningroom.com,$$$,American (New),4.0,Rittenhouse Square; Fitler Square,Yes,No,No,Yes,Dinner,Street,Casual,Intimate,Beer & Wine Only,Yes,No,Yes,No
4183,Oyster House,1516 Sansom St,Philadelphia,PA,19102,(215) 567-7683,oysterhousephilly.com,$$,Seafood,4.0,Rittenhouse Square; Penn Center,No,No,Yes,Yes,Dinner,Street; Validated,Casual,Trendy,Full Bar,No,No,Yes,No
4184,Green Olives Cafe,1941 E Passyunk Ave,Philadelphia,PA,19148,(267) 639-3527,greensolivescafe.com,$$,Cafes;Mediterranean,3.5,,Yes,Yes,Yes,Yes,Lunch; Dinner,Street,Casual,Casual,No,Yes,Free,Yes,Yes
4185,Sam’s Morning Glory Diner,735 S 10th St,Philadelphia,PA,19147,(215) 413-3999,,$$,Diners;Breakfast & Brunch,4.0,Bella Vista,No,No,Yes,No,Breakfast; Brunch,Street,Casual,Casual,No,Yes,No,Yes,No
4186,Hardena/Waroeng Surabaya Restaurant,1754 S Hicks St,Philadelphia,PA,19145,(215) 271-9442,hardenas.com,$,Indonesian;Ethnic Food,4.5,Point Breeze,No,No,Yes,No,Lunch; Dinner,Street,Casual,Casual,No,No,No,No,No
4187,Mood Indian Restaurant,444 N 4th St Ground Fl,Philadelphia,PA,19123,(215) 925-5080,moodindianrestaurant.com,$$,Indian,4.0,Spring Garden; Northern Liberties,Yes,Yes,Yes,Yes,Dinner,Street; Private Lot,Casual,Casual,No,No,Free,Yes,Yes
4188,Shang Hai 1,123 N 10th St,Philadelphia,PA,19107,(267) 457-5363,shanghai1pa.com,$,Shanghainese;Taiwanese,4.0,Chinatown,No,No,Yes,Yes,Brunch,Street,Casual,Casual,No,No,No,Yes,Yes
4189,Cantina Los Caballitos,1651 E Passyunk Ave,Philadelphia,PA,19148,(215) 755-3550,cantinaloscaballitos.com,$$,Mexican;Bars,3.5,East Passyunk Ave,No,No,Yes,Yes,Dinner,Street,Casual,Hipster,Full Bar,Yes,No,Yes,No
4190,Rangoon Burmese Restaurant,112 N 9th St,Philadelphia,PA,19107,(215) 829-8939,rangoonphilly.com,$$,Burmese,4.0,Chinatown,Yes,No,Yes,Yes,Dinner,Street,Casual,Casual,Beer & Wine Only,No,No,Yes,No
4191,Jeans Cafe,1334 Walnut St,Philadelphia,PA,19107,(215) 546-5353,,$,Sandwiches,4.0,Penn Center; Market East; Avenue of the Arts South,No,No,Yes,Yes,Breakfast,Street,Casual,Casual,No,No,No,No,No
4192,BarLy Chinatown,101 N 11th St,Philadelphia,PA,19107,(215) 922-2688,bar-ly.com,$$,Sports Bars;Tapas Bars;Gastropubs,3.5,Chinatown,Yes,No,Yes,Yes,Late Night,Street,Casual,Casual,Full Bar,No,Free,Yes,Yes
4193,Guerrilla Ultima,East Moyamensing Ave,Philadelphia,PA,19147,(267) 239-7802,theguerrillatruck.com,$$,Food Trucks;Barbeque,4.0,Pennsport,No,Yes,Yes,Yes,,Street,Casual,,No,Yes,,,
4194,Thai Square Restaurant,2521 Christian St,Philadelphia,PA,19146,(215) 454-6683,thaisquarephilly.com,$$,Thai,4.0,Graduate Hospital; Grays Ferry,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Casual,No,Yes,No,Yes,Yes
4195,iPho Food Cart,33rd St And Chestnut St,Philadelphia,PA,19104,,,,Food Trucks;Vietnamese,4.5,University City,No,,,,,,,,,,,,
4196,Allegro Pizza,3942 Spruce St,Philadelphia,PA,19104,(215) 382-8158,allegropizza.com,$,Pizza;Italian;Sandwiches,3.5,University City,No,Yes,Yes,Yes,Lunch; Late Night,Street,Casual,Casual,Beer & Wine Only,Yes,No,No,Yes
4197,Matt & Marie’s,100 N 18th St Ste 120,Philadelphia,PA,19103,(267) 273-1940,mattandmaries.com,$,Sandwiches;Italian;Delis,4.0,Penn Center; Art Museum District; Logan Square,No,Yes,Yes,Yes,Lunch,Street,Casual,Trendy,No,No,Free,No,Yes
4198,The Institute,549 N 12th St,Philadelphia,PA,19123,(215) 787-0888,institutebar.com,$$,Bars;American (Traditional),3.5,Spring Garden,No,No,Yes,Yes,Dinner; Late Night,Street,Casual,Casual,Full Bar,Yes,Free,Yes,No
4199,Kabobeesh,4201 Chestnut St,Philadelphia,PA,19104,(215) 386-8081,kabobeesh.com,$$,Indian;Pakistani;Halal,4.0,University City,Yes,No,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Casual,No,No,Free,No,Yes
4200,Wursthaus Schmitz,51 N 12th St,Philadelphia,PA,19107,(215) 922-4287,wursthausschmitz.com,$,Ethnic Food;Meat Shops;German,4.0,Market East,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,,No,No,No,Yes
4201,Franks Pizza,3600 Fisk Ave,Philadelphia,PA,19129,(215) 848-6433,frankspizzaphilly.com,$,Pizza;Italian;Sandwiches,4.0,East Falls,No,Yes,Yes,Yes,Dinner,Street,Casual,Divey,No,Yes,,No,
4202,Nine Ting,926 Race St,Philadelphia,PA,19107,(215) 238-9996,,$$,Korean;Barbeque;Hot Pot,4.0,Chinatown,Yes,No,No,Yes,Late Night,Street,Casual,Casual,No,No,Free,Yes,No
4203,Rocco’s Italian Sausage,1601 S Columbus Blvd,Philadelphia,PA,19148,,,$,Sandwiches;Breakfast & Brunch;Italian,4.5,Pennsport,No,No,Yes,No,Lunch,Private Lot,Casual,Casual,No,Yes,No,No,
4204,South Street Souvlaki,509 South St,Philadelphia,PA,19147,(215) 925-3026,southstreetsouvlaki.com,$$,Greek,4.0,Society Hill,No,No,Yes,Yes,Lunch; Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,No
4205,Kostas Bar Restaurant,15 W Girard Ave,Philadelphia,PA,19123,(267) 639-2417,,$$,Bars;Greek,5.0,,No,Yes,Yes,Yes,,,Casual,,Full Bar,Yes,Free,Yes,No
4206,The Lodge at Blue Cross RiverRink Summerfest,101 S Columbus Blvd,Philadelphia,PA,19106,(215) 922-2386,riverrink.com,$$,Comfort Food;Bars,4.5,Penn's Landing,No,No,No,Yes,Late Night,Street; Private Lot,Casual,Casual,Full Bar,Yes,Free,No,Yes
4207,Talula’s Daily,208 W Washington Sq,Philadelphia,PA,19106,(215) 592-6555,talulasdaily.com,$$,Cafes;Coffee & Tea;American (New),4.5,Washington Square West; Society Hill; Market East,Yes,No,Yes,Yes,Brunch,Valet; Street; Validated,Casual,Trendy,Beer & Wine Only,Yes,Free,Yes,Yes
4208,Buzz Cafe,1800 N Howard St,Philadelphia,PA,19122,(267) 455-0498,Www.buzzcafephilly.com,$,Desserts;Coffee & Tea;Breakfast & Brunch,4.5,,No,No,Yes,Yes,Breakfast,Street,Casual,Hipster,No,Yes,Free,Yes,Yes
4209,Banana Leaf,1009 Arch St,Philadelphia,PA,19107,(215) 592-8288,bananaleafphilly.com,$$,Malaysian,3.5,Chinatown,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Casual,No,No,Free,Yes,Yes
4210,Hamifgash Glatt Kosher Grill,811 Sansom St,Philadelphia,PA,19107,(215) 925-3550,,$$,Kosher;Middle Eastern,4.0,Market East,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,No,No,Yes,Yes
4211,The Industry,1401 E Moyamensing Ave,Philadelphia,PA,19147,(215) 271-9500,theindustrybar.com,$$,American (New),4.0,Pennsport,Yes,No,Yes,Yes,Brunch; Dinner; Late Night,Street,Casual,Casual,Full Bar,Yes,No,Yes,No
4212,La Locanda Del Ghiottone,130 N 3rd St,Philadelphia,PA,19106,(215) 829-1465,,$$,Italian,4.0,Old City,Yes,No,Yes,No,Dinner,Street,Casual,Intimate,No,Yes,No,Yes,No
4213,First Street Steaks,1204 N Front St,Philadelphia,PA,19122,(215) 425-5565,firststreetsteaks.com,$,Sandwiches;Cheesesteaks;Breakfast & Brunch,4.5,,No,Yes,Yes,Yes,Dinner,Street,Casual,,No,No,No,No,Yes
4214,Plenty,1710 E Passyunk Ave,Philadelphia,PA,19148,(267) 909-8033,plentyphiladelphia.com,$$,American (Traditional);Sandwiches;Coffee & Tea,4.0,,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,No,Yes,Free,No,Yes
4215,Moshulu,401 S Columbus Blvd,Philadelphia,PA,19106,(215) 923-2500,moshulu.com,$$$,Seafood;American (New);Cocktail Bars,3.5,Penn's Landing,Yes,No,No,Yes,Dinner,Street; Private Lot,Dressy,Romantic,Full Bar,Yes,No,Yes,Yes
4216,Dmitri’s,795 S 3rd St,Philadelphia,PA,19147,(215) 625-0556,,$$,Mediterranean;Seafood,4.0,Queen Village,No,No,Yes,No,Dinner,Street,Casual,Casual,No,No,No,Yes,No
4217,Kensington Quarters,1310 Frankford Ave,Philadelphia,PA,19125,(267) 314-5086,kensingtonquarters.com,$$$,Butcher;American (New),4.0,,Yes,No,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,Yes,,Yes,No
4218,Atlantic Pizza,1401 S 12th St,Philadelphia,PA,19147,(215) 755-6115,,$,Pizza;Diners;Breakfast & Brunch,4.5,,No,Yes,Yes,Yes,,Street,Casual,,No,No,No,Yes,No
4219,Dante & Luigi’s,762 S 10th St,Philadelphia,PA,19147,(215) 922-9501,danteandluigis.com,$$,Italian,4.0,Bella Vista,Yes,No,No,Yes,Dinner,Valet,Casual,Romantic,Full Bar,No,No,Yes,No
4220,Predella,932 S 10th St,Philadelphia,PA,19147,(215) 923-2323,letseat.at/predella,$$,Italian,4.5,Bella Vista,Yes,No,Yes,No,,,Casual,,No,Yes,Free,Yes,Yes
4221,Pho & Cafe Saigon,4248 Spruce St,Philadelphia,PA,19104,(215) 222-6800,,$,Vietnamese,3.5,University City; Spruce Hill,No,No,Yes,No,Lunch; Dinner,Street,Casual,Casual,No,Yes,No,Yes,No
4222,Garces Trading Co.,1111 Locust St,Philadelphia,PA,19107,(215) 574-1099,garcestradingcompany.com,$$,Sandwiches;Modern European;Cafes,4.0,Washington Square West,Yes,Yes,Yes,Yes,Lunch; Dinner,Street,Casual,Trendy,Full Bar,Yes,Free,Yes,Yes
4223,Tai’s Vietnamese Food,1835 N 12th St,Philadelphia,PA,19122,(215) 232-3711,,$,Vietnamese;Food Stands,4.0,Templetown,No,No,Yes,No,Lunch,Street,Casual,Casual,No,Yes,No,No,No
4224,So Crepe,1506 South St,Philadelphia,PA,19146,(267) 761-9310,socrepe.com,$,French;Creperies,4.5,Rittenhouse Square,Yes,No,No,Yes,Brunch,Street,Casual,Casual,No,Yes,Free,Yes,No
4225,Dasiwa,735 N 26th St,Philadelphia,PA,19130,(267) 761-9523,dasiwa.net,$$,Sushi Bars,4.5,Fairmount; Art Museum District,Yes,No,Yes,Yes,Lunch; Dinner,Street,Casual,Casual,No,Yes,Free,Yes,Yes
4226,Golden Empress Garden,618 South Street,Philadelphia,PA,19147,(215) 627-7666,goldenempressgarden.com,$,Chinese;Vegan;Vegetarian,3.5,South Street District; Society Hill,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Casual,No,No,No,Yes,No
4227,Thang Long Restaurant,2536 Kensington Ave,Philadelphia,PA,19125,(215) 425-0078,thanglongphilly.com,$,Vietnamese,4.5,,No,No,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,No,No,Yes,No
4228,George’s Sandwich Shop,900 S 9th St,Philadelphia,PA,19147,(215) 592-8363,,$,Sandwiches;Italian,4.0,Italian Market; Bella Vista,No,No,Yes,No,Lunch,Street,Casual,Casual,No,Yes,,No,No
4229,Sampan,124 S 13th St,Philadelphia,PA,19107,(215) 732-3501,sampanphilly.com,$$,Asian Fusion;Chinese,4.0,Market East; Avenue of the Arts South,Yes,No,Yes,Yes,Dinner,Street,Casual,Trendy,Full Bar,No,No,Yes,No
4230,Erawan Thai Cuisine,123 S 23rd St 1st Fl,Philadelphia,PA,19103,(215) 567-2542,,$$,Thai,3.5,Rittenhouse Square; Penn Center,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Casual,No,Yes,Free,Yes,Yes
4231,K Top Asian Fusion,911 Race St,Philadelphia,PA,19107,(267) 909-9306,k-top911.com,$$,Korean;Karaoke;Asian Fusion,3.5,Chinatown,Yes,Yes,Yes,Yes,Late Night,Garage; Street; Private Lot,Casual,Casual,Full Bar,No,Free,Yes,No
4232,Tower Bistro,1717 Arch St,Philadelphia,PA,19195,(215) 567-1747,,$,Sandwiches,4.0,Penn Center; Art Museum District; Logan Square,No,No,Yes,Yes,,,Casual,,No,Yes,,No,Yes
4233,Mood Cafe,4618 Baltimore Ave,Philadelphia,PA,19143,(215) 222-1037,moodcafephilly.com,$,Cafes;Pakistani;Halal,4.5,Cedar Park,No,No,Yes,Yes,Lunch,Street,Casual,Casual,No,Yes,No,No,Yes
4234,Osteria,640 N Broad St,Philadelphia,PA,19130,(215) 763-0920,osteriaphilly.com,$$$,Italian,4.0,Fairmount; Avenue of the Arts North,Yes,No,No,Yes,Dinner,Street,Casual,Classy,Full Bar,No,No,Yes,No
4235,Francoluigi’s Pizzeria & High Note Cafe,1549 S 13th St,Philadelphia,PA,19147,(215) 755-8900,francoluigis.com,$$,Pizza;Italian,4.0,Newbold,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Casual,No,No,No,Yes,Yes
4236,Will BYOB,1911 E Passyunk Ave,Philadelphia,PA,19148,(215) 271-7683,willbyob.com,$$$,American (New);French,4.5,,Yes,No,No,Yes,Dinner,Street,Casual,Romantic,No,No,No,Yes,No
4237,Smile Cafe,105 S 22nd St,Philadelphia,PA,19103,(215) 564-2502,thai-smilecafe.com,$$,Thai,4.0,Rittenhouse Square; Penn Center,Yes,Yes,Yes,Yes,Lunch; Dinner,Street,Casual,Casual,No,No,No,Yes,No
4238,John’s Roast Pork,14 Snyder Ave,Philadelphia,PA,19148,(215) 463-1951,johnsroastpork.com,$,Sandwiches;Salad;Cheesesteaks,4.5,,No,No,Yes,No,Lunch,Street,Casual,Casual,No,Yes,No,No,No
4239,Jasmine Rice,306 S 16th St,Philadelphia,PA,19102,(215) 546-0818,jasminericebyob.com,$$,Thai,4.0,Rittenhouse Square,Yes,No,Yes,Yes,Dinner,Garage; Street,Casual,Casual,No,Yes,No,Yes,Yes
4240,Locust Deli,236 S 21st St,Philadelphia,PA,19103,(215) 567-3392,,$,"Delis;Convenience Stores;Beer, Wine & Spirits",4.5,Rittenhouse Square,Yes,Yes,Yes,Yes,Breakfast,Street,Casual,,No,No,Free,Yes,Yes
4241,Bud & Marilyn’s,13th St and Locust St,Philadelphia,PA,19107,(215) 546-2220,,$$,American (Traditional),4.5,Washington Square West,Yes,No,Yes,Yes,,,Casual,,Full Bar,No,No,Yes,
4242,"By George! Pizza, Pasta & Cheesesteaks",Reading Terminal Market 51 N 12th St,Philadelphia,PA,19107,(215) 829-9391,readingterminalmarket.org/mer…,$,Pizza;Cheesesteaks;Italian,4.0,Market East,No,No,Yes,Yes,Lunch,Street,Casual,Casual,No,No,No,No,Yes
4243,Audrey Claire,276 S 20th St,Philadelphia,PA,19103,(215) 731-1222,audreyclaire.com,$$,Mediterranean;American (New);Seafood,3.5,Rittenhouse Square,Yes,No,No,No,Dinner,Street,Casual,Casual,No,Yes,No,Yes,No
4244,Tenth Floor Grill,1100 Arch St,Philadelphia,PA,19107,(215) 701-5708,hiltongardenphilly.com/restau…,$$,American (New),4.0,,Yes,No,Yes,Yes,Breakfast,,Casual,,Full Bar,No,,Yes,
4245,Rybrew,2816 W Girard Ave,Philadelphia,PA,19130,(215) 763-1984,rybrew.com,$,American (New);Sandwiches,4.5,Brewerytown,No,Yes,Yes,Yes,Lunch,Street,Casual,Casual,Beer & Wine Only,Yes,Free,No,Yes
4246,Koreana,3801 Chestnut St,Philadelphia,PA,19104,(215) 222-2240,koreanafood.com,$,Korean,3.5,University City,No,Yes,Yes,Yes,Lunch,Private Lot,Casual,Casual,No,Yes,No,No,No
4247,Great Wall Chinese Restaurant,1441 S 7th St,Philadelphia,PA,19147,(215) 271-1688,,$,Chinese,4.0,,No,Yes,Yes,No,Lunch,Street,Casual,,No,No,No,No,
4248,Liberty Bar & Grill,2204 Market St,Philadelphia,PA,19103,(267) 519-3665,,$$,Pubs;American (New);Sports Bars,4.0,Penn Center,No,No,Yes,Yes,Lunch,Garage; Street,Casual,Casual,Full Bar,Yes,Free,Yes,Yes
4249,Hibachi Japanese Steak House,325 N Columbus Blvd,Philadelphia,PA,19106,(215) 592-7100,hibachidining.com/philadelphi…,$$,Japanese,3.0,Penn's Landing,Yes,No,No,Yes,Dinner,Garage,Casual,Casual,Full Bar,No,No,Yes,No
4250,Pietro’s Coal Oven Pizzeria,1714 Walnut St,Philadelphia,PA,19103,(215) 735-8090,pietrospizza.com,$$,Pizza;Italian;Breakfast & Brunch,3.5,Rittenhouse Square; Penn Center,Yes,Yes,Yes,Yes,Dinner,Street,Casual,Casual,Full Bar,Yes,No,Yes,Yes
4251,The Venture Inn,255 S Camac St,Philadelphia,PA,19107,(215) 545-6850,viphilly.com,$$,American (New);Gay Bars,3.5,Washington Square West,Yes,No,No,Yes,Dinner,Street,Casual,Casual,Full Bar,No,No,Yes,No
4252,Mr Martino’s Trattoria,1646 E Passyunk Ave,Philadelphia,PA,19148,(215) 755-0663,,$$,Italian,4.0,East Passyunk Ave,Yes,No,No,No,Dinner,Street,Casual,Intimate,No,No,No,Yes,No
4253,Pasqually’s Pizza & Pasta,200 S 43rd St,Philadelphia,PA,19104,(215) 387-6100,,$,Pizza;Italian,4.0,University City; Spruce Hill,No,Yes,Yes,Yes,Dinner; Late Night,Street,Casual,Casual,Beer & Wine Only,No,No,No,No
4254,Wedge + Fig,160 N 3rd St,Philadelphia,PA,19106,(267) 603-3090,wedgeandfig.com,$$,American (New);Desserts,4.5,Old City,Yes,No,Yes,Yes,Brunch,Garage; Street,Casual,Casual,No,Yes,Free,Yes,Yes
4255,Miss Rachel’s Pantry,1938 S. Chadwick Street,Philadelphia,PA,19145,(215) 798-0053,missrachelspantry.com,$$,Vegan;Food Delivery Services,5.0,,Yes,Yes,Yes,Yes,Breakfast; Brunch; Dinner,Garage; Street,Casual,Casual,No,No,Free,Yes,Yes
4256,I Heart Cambodia,2207 S 7th St,Philadelphia,PA,19148,(215) 468-2022,,$$,Cambodian,4.0,,Yes,No,Yes,Yes,,Street,Casual,Casual,Full Bar,No,No,Yes,Yes
4257,Eatalia,2723 E Cumberland St,Philadelphia,PA,19125,(215) 423-6911,eataliabyob.com,$$,Italian,4.5,Port Richmond; Kensington,Yes,No,Yes,Yes,Dinner,Street,Casual,Casual,No,Yes,No,Yes,No
4258,Amada,217 Chestnut St,Philadelphia,PA,19106,(215) 625-2450,amadarestaurant.com,$$$,Tapas Bars;Breakfast & Brunch,4.0,Old City,Yes,No,Yes,Yes,Dinner,Valet; Street,Dressy,Trendy,Full Bar,Yes,No,Yes,Yes
4259,Paradiso,1627 E Passyunk Ave,Philadelphia,PA,19148,(215) 271-2066,paradisophilly.com,$$$,Italian;Wine Bars,3.5,,Yes,No,Yes,Yes,Dinner,Valet; Street,Casual,Classy,Full Bar,Yes,Free,Yes,Yes
4260,Lola’s Cafe,224 N 10th St,Philadelphia,PA,19107,,,$,Vietnamese;Coffee & Tea;Cantonese,4.5,Chinatown,No,No,Yes,No,,,Casual,,No,No,Free,Yes,
4261,Supper,926 S St,Philadelphia,PA,19147,(215) 592-8180,supperphilly.com,$$$,American (New),3.5,Washington Square West,Yes,No,Yes,Yes,Dinner,Garage; Street,Casual,Trendy,Full Bar,Yes,No,Yes,Yes
4262,Monsu,901 Christian St,Philadelphia,PA,19147,(215) 440-0495,,$$$,Italian,4.0,Italian Market; Bella Vista,Yes,No,No,No,Dinner,Street,Casual,Casual,No,Yes,No,Yes,No
4263,Black Sheep Pub & Restaurant,247 S 17th St,Philadelphia,PA,19103,(215) 545-9473,theblacksheeppub.com,$$,American (New);Pubs,3.5,Rittenhouse Square,No,No,Yes,Yes,Dinner; Late Night,Street,Casual,Casual,Full Bar,No,Free,Yes,No
4264,Beck’s Cajun Cafe,Reading Terminal Market 12th St and Arch St,Philadelphia,PA,19107,(215) 592-0505,beckscajuncafe.com,$,Cajun/Creole,4.0,,No,No,Yes,Yes,Lunch,Street,Casual,Casual,No,No,No,No,Yes
4265,Southwark,701 S 4th St,Philadelphia,PA,19147,(215) 238-1888,southwarkrestaurant.com,$$$,American (New),4.0,Queen Village,Yes,No,No,Yes,Dinner,Street,Casual,Romantic,Full Bar,Yes,No,Yes,No
4266,XIX - Nineteen,200 S Broad St 19th Fl,Philadelphia,PA,19102,(215) 790-1919,nineteenrestaurant.com,$$$,Lounges;American (New),3.5,Rittenhouse Square; Avenue of the Arts South,Yes,No,No,Yes,Dinner,Garage,Dressy,Classy,Full Bar,Yes,No,Yes,No
4267,Famous Dave’s,1936 S Columbus Blvd,Philadelphia,PA,19148,(215) 339-0339,caterfamousdaves.com,$$,Barbeque,3.5,Pennsport,No,No,Yes,Yes,Lunch; Dinner,Private Lot,Casual,Casual,Full Bar,No,No,Yes,Yes
