ID,title,year,director,writer,actor
001739, Metropolis, 1927, Fritz Lang, Thea von Harbou; Thea von Harbou, Brigitte Helm; Alfred Abel; Gustav Fröhlich
001740, 3:10 to Yuma, 2007, James Mangold, Halsted Welles; Michael Brandt, Russell Crowe; Christian Bale; Ben Foster
001741, The Fall, 2006, Tarsem Singh, Dan Gilroy; Nico Soultanakis, Lee Pace; Catinca Untaru; Justine Waddell
001742, Primer, 2004, Shane Carruth, Shane Carruth, Shane Carruth; David Sullivan; Casey Gooden
001743, Madagascar, 2005, Eric Darnell; Tom McGrath, Mark Burton; Billy Frolick, Chris Rock; Ben Stiller; David Schwimmer
001744, The Assassin, 2015, Hsiao-Hsien Hou, Cheng Ah; T'ien-wen Chu, Qi Shu; Chen Chang; Satoshi Tsumabuki
001745, St Trinian's 2: The Legend of Fritton's Gold, 2009, Oliver Parker; Barnaby Thompson, Piers Ashworth; Jamie Minoprio, Rupert Everett; Colin Firth; David Tennant
001746, 1408, 2007, Mikael Håfström, Matt Greenberg; Scott Alexander, John Cusack; Samuel L. Jackson; Mary McCormack
001747, We Bought a Zoo, 2011, Cameron Crowe, Aline Brosh McKenna; Cameron Crowe, Matt Damon; Scarlett Johansson; Thomas Haden Church
001748, Bajrangi Bhaijaan, 2015, Kabir Khan, Vijayendra Prasad; Vijayendra Prasad, Salman Khan; Kareena Kapoor; Harshaali Malhotra
001749, Lolita, 1962, Stanley Kubrick, Vladimir Nabokov; Vladimir Nabokov, James Mason; Shelley Winters; Sue Lyon
001750, Transformers: Revenge of the Fallen, 2009, Michael Bay, Ehren Kruger; Roberto Orci, Shia LaBeouf; Megan Fox; Josh Duhamel
001751, Jeepers Creepers III, , Victor Salva, Victor Salva, 
001752, Son of a Gun, 2014, Julius Avery, Julius Avery; John Collee, Ewan McGregor; Brendan Kerkvliet; Brenton Thwaites
001753, Outcast(I), 2014, Nick Powell, James Dormer, Nicolas Cage; Hayden Christensen; Alexandre Bailly
001754, The Uninvited, 2009, Charles Guard; Thomas Guard, Craig Rosenberg; Doug Miro, Emily Browning; Arielle Kebbel; Elizabeth Banks
001755, 4 for Texas, 1963, Robert Aldrich, Teddi Sherman; Robert Aldrich, Frank Sinatra; Dean Martin; Anita Ekberg
001756, Before Sunset, 2004, Richard Linklater, Richard Linklater; Julie Delpy, Ethan Hawke; Julie Delpy; Vernon Dobtcheff
001757, Clouds of Sils Maria, 2014, Olivier Assayas, Olivier Assayas, Juliette Binoche; Kristen Stewart; Chloë Grace Moretz
001758, Sling Blade, 1996, Billy Bob Thornton, Billy Bob Thornton; Billy Bob Thornton, Billy Bob Thornton; Dwight Yoakam; J.T. Walsh
001759, Jumper, 2008, Doug Liman, David S. Goyer; Jim Uhls, Hayden Christensen; Samuel L. Jackson; Jamie Bell
001760, Austin Powers: The Spy Who Shagged Me, 1999, Jay Roach, Mike Myers; Michael McCullers, Mike Myers; Heather Graham; Michael York
001761, Demonic, 2015, Will Canon, Max La Bella; Will Canon, Maria Bello; Frank Grillo; Cody Horn
001762, The Man Who Knew Infinity, 2015, Matt Brown, Matt Brown; Matt Brown, Jeremy Irons; Dev Patel; Toby Jones
001763, She's Out of My League, 2010, Jim Field Smith, Sean Anders; John Morris, Jay Baruchel; Alice Eve; T.J. Miller
001764, Stoker, 2013, Chan-wook Park, Wentworth Miller, Mia Wasikowska; Nicole Kidman; Matthew Goode
001765, The Ugly Truth, 2009, Robert Luketic, Nicole Eastman; Karen McCullah, Katherine Heigl; Gerard Butler; Bree Turner
001766, Takers, 2010, John Luessenhop, Peter Allen; Gabriel Casseus, Chris Brown; Hayden Christensen; Matt Dillon
001767, Homeward Bound: The Incredible Journey, 1993, Duwayne Dunham, Sheila Burnford; Caroline Thompson, Michael J. Fox; Sally Field; Don Alder
001768, Munich, 2005, Steven Spielberg, Tony Kushner; Eric Roth, Eric Bana; Daniel Craig; Marie-Josée Croze
001769, The Goob, 2014, Guy Myhill, Guy Myhill, Sean Harris; Sienna Guillory; Hannah Spearritt
001770, Due Date, 2010, Todd Phillips, Alan R. Cohen; Alan Freedland, Robert Downey Jr.; Zach Galifianakis; Michelle Monaghan
001771, Sabotage, 2014, David Ayer, Skip Woods; David Ayer, Arnold Schwarzenegger; Sam Worthington; Terrence Howard
001772, House of Wax, 2005, Jaume Collet-Serra, Charles Belden; Chad Hayes, Chad Michael Murray; Paris Hilton; Elisha Cuthbert
001773, Honeymoon, 2014, Leigh Janiak, Phil Graziadei; Leigh Janiak, Rose Leslie; Harry Treadaway; Ben Huber
001774, Enter the Void, 2009, Gaspar Noé, Gaspar Noé; Lucile Hadzihalilovic, Nathaniel Brown; Paz de la Huerta; Cyril Roy
001775, Stretch, 2014, Joe Carnahan, Joe Carnahan; Jerry Corley, Patrick Wilson; Ed Helms; James Badge Dale
001776, Cleveland Abduction, 2015, Alex Kalymnios, Stephen Tolkin, Taryn Manning; Raymond Cruz; Katie Sarife
001777, The Suicide Theory, 2014, Dru Brown, Michael J. Kospiah, Steve Mouzakis; Leon Cain; Joss McWilliam
001778, The Escort, 2015, Will Slocombe, Brandon A. Cohen; Michael Doneger, Lyndsy Fonseca; Bruce Campbell; Rumer Willis
001779, The Best Offer, 2013, Giuseppe Tornatore, Giuseppe Tornatore, Geoffrey Rush; Jim Sturgess; Sylvia Hoeks
001780, The Hangover Part III, 2013, Todd Phillips, Todd Phillips; Craig Mazin, Bradley Cooper; Zach Galifianakis; Ed Helms
001781, About Ray, 2015, Gaby Dellal, Nikole Beckwith; Gaby Dellal, Naomi Watts; Elle Fanning; Susan Sarandon
001782, I Spit on Your Grave, 1978, Meir Zarchi, Meir Zarchi, Camille Keaton; Eron Tabor; Richard Pace
001783, Beyond the Lights, 2014, Gina Prince-Bythewood, Gina Prince-Bythewood, Gugu Mbatha-Raw; Nate Parker; Minnie Driver
001784, All Cheerleaders Die, 2013, Lucky McKee; Chris Sivertson, Lucky McKee; Chris Sivertson, Sidney Allison; Charon R. Arnold; Shay Astar
001785, Cape Fear, 1991, Martin Scorsese, John D. MacDonald; James R. Webb, Robert De Niro; Nick Nolte; Jessica Lange
001786, Shakespeare in Love, 1998, John Madden, Marc Norman; Tom Stoppard, Gwyneth Paltrow; Joseph Fiennes; Geoffrey Rush
001787, Saw 3D: The Final Chapter, 2010, Kevin Greutert, Patrick Melton; Marcus Dunstan, Tobin Bell; Costas Mandylor; Betsy Russell
001788, Barbarella, 1968, Roger Vadim, Jean-Claude Forest; Claude Brulé, Jane Fonda; John Phillip Law; Anita Pallenberg
001789, Underworld: Next Generation, 2016, Anna Foerster, Cory Goodman; Kevin Grevioux, Kate Beckinsale; Theo James; Lara Pulver
001790, Friday Night Lights, 2004, Peter Berg, Buzz Bissinger; David Aaron Cohen, Billy Bob Thornton; Jay Hernandez; Derek Luke
001791, The Tourist, 2010, Florian Henckel von Donnersmarck, Florian Henckel von Donnersmarck; Christopher McQuarrie, Johnny Depp; Angelina Jolie; Paul Bettany
001792, The Golden Compass, 2007, Chris Weitz, Chris Weitz; Philip Pullman, Nicole Kidman; Daniel Craig; Dakota Blue Richards
001793, Catching Faith, 2015, John K.D. Graham, Alexandra Boylan; John K.D. Graham, Lorena Segura York; Garrett Westton; Bill Engvall
001794, Sleeping Beauty, 2011, Julia Leigh, Julia Leigh, Emily Browning; Rachael Blake; Ewen Leslie
001795, Jungle Book: Origins, 2017, Andy Serkis, Rudyard Kipling; Callie Kloves, Christian Bale; Benedict Cumberbatch; Cate Blanchett
001796, The Last Song, 2010, Julie Anne Robinson, Nicholas Sparks; Jeff Van Wie, Miley Cyrus; Liam Hemsworth; Greg Kinnear
001797, Sweet Home Alabama, 2002, Andy Tennant, Douglas J. Eboch; C. Jay Cox, Reese Witherspoon; Patrick Dempsey; Josh Lucas
001798, Untitled Jurassic World Sequel, 2018, , Derek Connolly; Michael Crichton, Bryce Dallas Howard; Chris Pratt
001799, Grave of the Fireflies, 1988, Isao Takahata, Akiyuki Nosaka; Isao Takahata, Tsutomu Tatsumi; Ayano Shiraishi; Akemi Yamaguchi
001800, The Life Aquatic with Steve Zissou, 2004, Wes Anderson, Wes Anderson; Noah Baumbach, Bill Murray; Owen Wilson; Anjelica Huston
001801, xXx: The Return of Xander Cage, , , John D. Brancato; Michael Ferris, Vin Diesel
001802, Resident Evil: Extinction, 2007, Russell Mulcahy, Paul W.S. Anderson, Milla Jovovich; Ali Larter; Oded Fehr
001803, My Girl, 1991, Howard Zieff, Laurice Elehwany, Anna Chlumsky; Macaulay Culkin; Dan Aykroyd
001804, All Is Lost, 2013, J.C. Chandor, J.C. Chandor, Robert Redford
001805, Jarhead, 2005, Sam Mendes, William Broyles Jr.; Anthony Swofford, Jake Gyllenhaal; Jamie Foxx; Lucas Black
001806, Just Friends, 2005, Roger Kumble, Adam 'Tex' Davis, Ryan Reynolds; Amy Smart; Anna Faris
001807, Conan the Barbarian, 1982, John Milius, Robert E. Howard; John Milius, Arnold Schwarzenegger; James Earl Jones; Max von Sydow
001808, Y Tu Mamá También, 2001, Alfonso Cuarón, Alfonso Cuarón; Carlos Cuarón, Maribel Verdú; Gael García Bernal; Daniel Giménez Cacho
001809, Precious(II), 2009, Lee Daniels, Geoffrey Fletcher; Sapphire, Gabourey Sidibe; Mo'Nique; Paula Patton
001810, The New World, 2005, Terrence Malick, Terrence Malick, Colin Farrell; Q'orianka Kilcher; Christopher Plummer
001811, The Break-Up, 2006, Peyton Reed, Jeremy Garelick; Jay Lavender, Jennifer Aniston; Vince Vaughn; Jon Favreau
001812, Valkyrie, 2008, Bryan Singer, Christopher McQuarrie; Nathan Alexander, Tom Cruise; Bill Nighy; Carice van Houten
001813, Sex Drive, 2008, Sean Anders, Sean Anders; John Morris, Josh Zuckerman; Clark Duke; Amanda Crew
001814, My Big Fat Greek Wedding, 2002, Joel Zwick, Nia Vardalos, Nia Vardalos; John Corbett; Michael Constantine
001815, Invincible, 2006, Ericson Core, Brad Gann, Mark Wahlberg; Greg Kinnear; Elizabeth Banks
001816, Starred Up, 2013, David Mackenzie, Jonathan Asser, Jack O'Connell; Ben Mendelsohn; Rupert Friend
001817, Snow White and the Seven Dwarfs, 1937, William Cottrell; David Hand, Jacob Grimm; Wilhelm Grimm, Adriana Caselotti; Harry Stockwell; Lucille La Verne
001818, The Good Lie, 2014, Philippe Falardeau, Margaret Nagle, Reese Witherspoon; Arnold Oceng; Ger Duany
001819, The Human Centipede III (Final Sequence), 2015, Tom Six, Tom Six, Eric Roberts; Bree Olson; Tommy 'Tiny' Lister
001820, Teenage Mutant Ninja Turtles, 1990, Steve Barron, Kevin Eastman; Peter Laird, Judith Hoag; Elias Koteas; Josh Pais
001821, Brazil, 1985, Terry Gilliam, Terry Gilliam; Tom Stoppard, Jonathan Pryce; Kim Greist; Robert De Niro
001822, Miss Julie, 2014, Liv Ullmann, August Strindberg; Liv Ullmann, Jessica Chastain; Colin Farrell; Samantha Morton
001823, Grandma's Boy, 2006, Nicholaus Goossen, Barry Wernick; Allen Covert, Allen Covert; Linda Cardellini; Shirley Jones
001824, The Hot Chick, 2002, Tom Brady, Tom Brady; Rob Schneider, Rob Schneider; Rachel McAdams; Anna Faris
001825, Scream 2, 1997, Wes Craven, Kevin Williamson; Kevin Williamson, Neve Campbell; Courteney Cox; David Arquette
001826, Van Wilder, 2002, Walt Becker, Brent Goldberg; David Wagner, Ryan Reynolds; Tara Reid; Tim Matheson
001827, 17 Again, 2009, Burr Steers, Jason Filardi, Zac Efron; Matthew Perry; Leslie Mann
001828, 7 Days in Hell, 2015, Jake Szymanski, Murray Miller, Andy Samberg; Kit Harington; Fred Armisen
001829, Teeth(I), 2007, Mitchell Lichtenstein, Mitchell Lichtenstein, Jess Weixler; John Hensley; Josh Pais
001830, Goldfinger, 1964, Guy Hamilton, Richard Maibaum; Paul Dehn, Sean Connery; Gert Fröbe; Honor Blackman
001831, The Chronicles of Narnia: Prince Caspian, 2008, Andrew Adamson, Andrew Adamson; Christopher Markus, Ben Barnes; Skandar Keynes; Georgie Henley
001832, Hanna, 2011, Joe Wright, Seth Lochhead; David Farr, Saoirse Ronan; Cate Blanchett; Eric Bana
001833, Amistad, 1997, Steven Spielberg, David Franzoni, Djimon Hounsou; Matthew McConaughey; Anthony Hopkins
001834, Klovn Forever, 2015, Mikkel Nørgaard, Casper Christensen; Frank Hvam, Casper Christensen; Frank Hvam; Mia Lyhne
001835, The Canyons, 2013, Paul Schrader, Bret Easton Ellis, Lindsay Lohan; James Deen; Nolan Gerard Funk
001836, The Mighty Ducks, 1992, Stephen Herek, Steven Brill, Emilio Estevez; Joss Ackland; Lane Smith
001837, What to Expect When You're Expecting, 2012, Kirk Jones, Shauna Cross; Heather Hach, Cameron Diaz; Matthew Morrison; J. Todd Smith
001838, Last Action Hero, 1993, John McTiernan, Zak Penn; Adam Leff, Arnold Schwarzenegger; F. Murray Abraham; Art Carney
001839, Leviathan, 2014, Andrey Zvyagintsev, Oleg Negin; Andrey Zvyagintsev, Aleksey Serebryakov; Elena Lyadova; Roman Madyanov
001840, Planet of the Apes, 1968, Franklin J. Schaffner, Michael Wilson; Rod Serling, Charlton Heston; Roddy McDowall; Kim Hunter
001841, Petals on the Wind, 2014, Karen Moncrieff, Kayla Alpert; Virginia C. Andrews, Heather Graham; Rose McIver; Wyatt Nash
001842, The Town That Dreaded Sundown, 2014, Alfonso Gomez-Rejon, Roberto Aguirre-Sacasa; Earl E. Smith, Addison Timlin; Veronica Cartwright; Anthony Anderson
001843, Elf, 2003, Jon Favreau, David Berenbaum, Will Ferrell; James Caan; Bob Newhart
001844, Good Burger, 1997, Brian Robbins, Dan Schneider; Kevin Kopelow, Kel Mitchell; Kenan Thompson; Sinbad
001845, Masterminds, , Jared Hess, Chris Bowman; Hubbel Palmer, Kristen Wiig; Mary Elizabeth Ellis; Jason Sudeikis
001846, Close Encounters of the Third Kind, 1977, Steven Spielberg, Steven Spielberg, Richard Dreyfuss; François Truffaut; Teri Garr
001847, Veronica Mars, 2014, Rob Thomas, Rob Thomas; Diane Ruggiero, Kristen Bell; Jason Dohring; Enrico Colantoni
001848, The Salvation, 2014, Kristian Levring, Anders Thomas Jensen; Kristian Levring, Mads Mikkelsen; Eva Green; Eric Cantona
001849, Freedom Writers, 2007, Richard LaGravenese, Richard LaGravenese; Freedom Writers, Hilary Swank; Imelda Staunton; Patrick Dempsey
001850, Peter Pan, 1953, Clyde Geronimi; Wilfred Jackson, J.M. Barrie; Ted Sears, Bobby Driscoll; Kathryn Beaumont; Hans Conried
001851, Silence(I), 2016, Martin Scorsese, Shûsaku Endô; Jay Cocks, Liam Neeson; Andrew Garfield; Adam Driver
001852, Some Kind of Hate, 2015, Adam Egypt Mortimer, Brian DeLeeuw; Adam Egypt Mortimer, Grace Phipps; Andrew Bryniarski; Spencer Breslin
001853, Lord of War, 2005, Andrew Niccol, Andrew Niccol, Nicolas Cage; Ethan Hawke; Jared Leto
001854, RED 2, 2013, Dean Parisot, Jon Hoeber; Erich Hoeber, Bruce Willis; Helen Mirren; John Malkovich
001855, New Year's Eve, 2011, Garry Marshall, Katherine Fugate, Sarah Jessica Parker; Jessica Biel; Ashton Kutcher
001856, God's Not Dead, 2014, Harold Cronk, Hunter Dennis; Chuck Konzelman, Shane Harper; Kevin Sorbo; David A.R. White
001857, Abraham Lincoln: Vampire Hunter, 2012, Timur Bekmambetov, Seth Grahame-Smith; Seth Grahame-Smith, Benjamin Walker; Rufus Sewell; Dominic Cooper
001858, Wild Wild West, 1999, Barry Sonnenfeld, Jim Thomas; John Thomas, Will Smith; Kevin Kline; Kenneth Branagh
001859, Children of the Corn, 1984, Fritz Kiersch, Stephen King; George Goldsmith, Peter Horton; Linda Hamilton; R.G. Armstrong
001860, The Abyss, 1989, James Cameron, James Cameron, Ed Harris; Mary Elizabeth Mastrantonio; Michael Biehn
001861, Lords of Dogtown, 2005, Catherine Hardwicke, Stacy Peralta, Heath Ledger; Emile Hirsch; Victor Rasuk
001862, Yip Man 3, 2015, Wilson Yip, Edmond Wong, Donnie Yen; Patrick Tam; Jin Zhang
001863, The Cell, 2000, Tarsem Singh, Mark Protosevich, Jennifer Lopez; Vince Vaughn; Vincent D'Onofrio
001864, Parker, 2013, Taylor Hackford, John J. McLaughlin; Donald E. Westlake, Jason Statham; Jennifer Lopez; Michael Chiklis
001865, Disturbia, 2007, D.J. Caruso, Christopher Landon; Carl Ellsworth, Shia LaBeouf; David Morse; Carrie-Anne Moss
001866, The Prince, 2014, Brian A Miller, Andre Fabrizio; Jeremy Passmore, Jason Patric; Bruce Willis; John Cusack
001867, Freedom(II), 2014, Peter Cousens, Timothy A. Chey; John Senczuk, Cuba Gooding Jr.; William Sadler; Sharon Leal
001868, Mistress America, 2015, Noah Baumbach, Noah Baumbach; Greta Gerwig, Greta Gerwig; Lola Kirke; Seth Barrish
001869, Stripes, 1981, Ivan Reitman, Len Blum; Daniel Goldberg, Bill Murray; John Candy; Harold Ramis
001870, 23 Jump Street, , , Rodney Rothman, Channing Tatum; Jonah Hill; Adrien Ryans
001871, Cool Hand Luke, 1967, Stuart Rosenberg, Donn Pearce; Frank Pierson, Paul Newman; George Kennedy; Strother Martin
001872, Coach Carter, 2005, Thomas Carter, Mark Schwahn; John Gatins, Samuel L. Jackson; Rick Gonzalez; Robert Ri'chard
001873, Killing Them Softly, 2012, Andrew Dominik, Andrew Dominik; George V. Higgins, Brad Pitt; Ray Liotta; Richard Jenkins
001874, Cheaper by the Dozen 2, 2005, Adam Shankman, Sam Harper; Craig Titley, Steve Martin; Bonnie Hunt; Hilary Duff
001875, Highlander, 1986, Russell Mulcahy, Gregory Widen; Gregory Widen, Christopher Lambert; Sean Connery; Clancy Brown
001876, The Rum Diary, 2011, Bruce Robinson, Bruce Robinson; Hunter S. Thompson, Johnny Depp; Giovanni Ribisi; Aaron Eckhart
001877, Teen Beach 2, 2015, Jeffrey Hornaday, Dan Berendsen; Billy Eddy, Grace Phipps; Maia Mitchell; Chrissie Fit
001878, Bridget Jones's Baby, 2016, Sharon Maguire, Sharon Maguire; David Nicholls, Renée Zellweger; Colin Firth; Patrick Dempsey
001879, Hacksaw Ridge, 2016, Mel Gibson, Gregory Crosby; Andrew Knight, Teresa Palmer; Andrew Garfield; Sam Worthington
001880, The Jungle Book, 1994, Stephen Sommers, Rudyard Kipling; Ron Yanover, Jason Scott Lee; Cary Elwes; Lena Headey
001881, Valentine's Day(I), 2010, Garry Marshall, Katherine Fugate; Katherine Fugate, Julia Roberts; Jamie Foxx; Anne Hathaway
001882, The Ridiculous 6, 2015, Frank Coraci, Tim Herlihy; Adam Sandler, Adam Sandler; Taylor Lautner; Steve Buscemi
001883, Robin Hood, 1973, Wolfgang Reitherman, Larry Clemmons; Ken Anderson, Brian Bedford; Phil Harris; Roger Miller
001884, Rambo: First Blood Part II, 1985, George P. Cosmatos, David Morrell; Kevin Jarre, Sylvester Stallone; Richard Crenna; Charles Napier
001885, Ice Age, 2002, Chris Wedge; Carlos Saldanha, Michael J. Wilson; Michael Berg, Denis Leary; John Leguizamo; Ray Romano
001886, Lara Croft: Tomb Raider, 2001, Simon West, Sara B. Cooper; Mike Werb, Angelina Jolie; Jon Voight; Iain Glen
001887, Being John Malkovich, 1999, Spike Jonze, Charlie Kaufman, John Cusack; Cameron Diaz; Catherine Keener
001888, Behaving Badly, 2014, Tim Garrick, Tim Garrick; Scott Russell, Nat Wolff; Selena Gomez; Mary-Louise Parker
001889, Red Riding Hood, 2011, Catherine Hardwicke, David Johnson, Amanda Seyfried; Lukas Haas; Gary Oldman
001890, The Thing(I), 2011, Matthijs van Heijningen Jr., Eric Heisserer; John W. Campbell Jr., Mary Elizabeth Winstead; Joel Edgerton; Ulrich Thomsen
001891, Lie with Me, 2005, Clement Virgo, Tamara Berger; Tamara Berger, Lauren Lee Smith; Eric Balfour; Polly Shannon
001892, The Young Victoria, 2009, Jean-Marc Vallée, Julian Fellowes, Emily Blunt; Rupert Friend; Paul Bettany
001893, The Faculty, 1998, Robert Rodriguez, David Wechter; Bruce Kimmel, Jordana Brewster; Clea DuVall; Laura Harris
001894, It's Kind of a Funny Story, 2010, Anna Boden; Ryan Fleck, Anna Boden; Ryan Fleck, Keir Gilchrist; Zach Galifianakis; Emma Roberts
001895, Wyatt Earp, 1994, Lawrence Kasdan, Dan Gordon; Lawrence Kasdan, Kevin Costner; Dennis Quaid; Gene Hackman
001896, Accidental Love, 2015, David O. Russell, Kristin Gore; Matthew Silverstein, Jessica Biel; Raymond L. Brown Jr.; Jenny Gulley
001897, The Prince of Egypt, 1998, Brenda Chapman; Steve Hickner, Philip LaZebnik; Nicholas Meyer, Val Kilmer; Ralph Fiennes; Michelle Pfeiffer
001898, Deathgasm, 2015, Jason Lei Howden, Jason Lei Howden, Milo Cawthorne; James Blake; Kimberley Crossman
001899, House on Haunted Hill, 1999, William Malone, Robb White; Dick Beebe, Geoffrey Rush; Famke Janssen; Taye Diggs
001900, The Craft, 1996, Andrew Fleming, Peter Filardi; Peter Filardi, Robin Tunney; Fairuza Balk; Neve Campbell
001901, Are You Here, 2013, Matthew Weiner, Matthew Weiner, Owen Wilson; Zach Galifianakis; Amy Poehler
001902, What We Did on Our Holiday, 2014, Andy Hamilton; Guy Jenkin, Andy Hamilton; Guy Jenkin, Rosamund Pike; David Tennant; Billy Connolly
