ID,Title,Author,Hardcover,Paperback,NOOK_Book,Audiobook,ISBN_13_DUMMY,ISBN_13,Series,Publisher,Publication_Date,Sales_rank,Pages,Product_dimensions
661.html,Google Docs 4 Everyone,Steven E. Holzner# Nancy Holzner,,$16.31 ,$9.49 ,,9.78079E+12,978-0789739360,,Que,,"186,336",264,7.00(w) x 9.00(h) x 0.70(d)
662.html,"The Everything Guide to Online Genealogy: Trace Your Roots, Share Your History, and Create Your Family Tree",Kimberly Powell,,$14.10 ,$10.49 ,,9.78144E+12,978-1440570681,,Adams Media,,"186,349",304,7.90(w) x 9.10(h) x 0.80(d)
663.html,Making Things Happen: Mastering Project Management / Edition 1,Scott Berkun,,$26.80 ,$17.99 ,,9.7806E+12,978-0596517717,Theory in Practice (O'Reilly) Series,"O'Reilly Media, Incorporated",,"186,477",392,6.98(w) x 9.21(h) x 0.99(d)
664.html,Microsoft PowerPoint 2013: Complete,Susan L. Sebok,,$119.93 ,,,9.78129E+12,978-1285167893,Shelly Cashman Series,Cengage Learning,,"186,522",600,10.70(w) x 8.50(h) x 0.90(d)
665.html,Q & A's for the Pmbok Guide Fifth Edition,Frank T. Anbari,,,,,9.78194E+12,978-1935589853,,Project Management Institute,,"186,551",,4.80(w) x 6.70(h) x 1.00(d)
666.html,GIS Tutorial 1: Basic Workbook / Edition 4,Wilpen L. Gorr# Kristen S. Kurland,,$44.20 ,,,9.78159E+12,978-1589482593,GIS Tutorial Series,ESRI Press,,"186,617",450,8.09(w) x 10.03(h) x 1.33(d)
667.html,Beginning Excel VBA Tutorials - Tutorials for the Beginner,Jason Lim,,,,,9.78111E+12,978-1105332494,,Lulu.com,,"187,416",,
668.html,"WordPress for Beginners: A Step by Step Guide - Build a Site within Minutes: Ready your Search-Engine-Optimized Website in FIVE simple, steps!",James J Burton,,$11.53 ,$3.99 ,,2.94015E+12,294-0149901906,,James J Burton,,"187,668",,
669.html,20 Ways to Make Money with Your Books,Sesan Oguntade,,,,,2.94004E+12,294-0044518612,,Infobooksng,,"188,297",,
670.html,Diary of a Minecraft Ghast,Mine Freak,,,,,2.94015E+12,294-0150998261,,Mine Freak,,"188,990",,
671.html,Microsoft Azure Essentials Azure Web Apps for Developers,Rick Rainey,,,,,9.78151E+12,978-1509300624,,Pearson Education,,"189,042",112,
672.html,Minecraft Guidebooks: The Ultimate Hints & Tips Guide,Unofficial Minecraft Guidebooks,,,,,2.94005E+12,294-0045652728,,Unofficial Minecraft Guidebooks,,"189,089",,
673.html,What's New in Java 7,Madhusudhan Konda,,,,,9.78145E+12,978-1449318567,,"O'Reilly Media, Incorporated",,"189,133",14,
674.html,Top 10 SEO Tips,Darren Varndell,,,$0.00 ,,9.78129E+12,978-1291668957,,Lulu.com,,"189,262",,
675.html,Affiliate Marketing: Just the FAQs,Laura Burke,,,,,2.94004E+12,294-0044995895,,Laura Burke,,"189,457",,
676.html,eLearning-Systeme,Andreas Heß,,,,,9.78364E+12,978-3638181679,,GRIN Verlag,,"189,887",,
677.html,Windows 7 For Dummies,Andy Rathbone,,$20.68 ,$12.99 ,,9.78047E+12,978-0470497432,For Dummies Series,Wiley,,"190,160",432,7.20(w) x 9.10(h) x 1.10(d)
678.html,"Mike Meyers' CompTIA A+ Certification Passport, 5th Edition (Exams 220-801 & 220-802)",Mike Meyers# Scott Jernigan,,,$22.50 ,,9.78007E+12,978-0071795630,Mike Meyers' Certficiation Passport,McGraw-Hill Education,,"452,835",800,
679.html,WordPress For Dummies,Lisa Sabin-Wilson,,$14.99 ,$14.99 ,,9.78112E+12,978-1118791615,For Dummies Series,Wiley,,"190,227",432,7.30(w) x 9.20(h) x 0.90(d)
680.html,Starting an Online Business All-in-One For Dummies,Shannon Belew# Joel Elad,,$24.16 ,$19.49 ,,9.78112E+12,978-1118926703,,Wiley,,"195,940",888,7.40(w) x 9.20(h) x 1.70(d)
681.html,Microsoft Excel 2010 Step by Step,Curtis Frye D.,,$23.04 ,$13.99 ,,9.78074E+12,978-0735626942,Step by Step Series,Microsoft Press,,"195,983",482,7.40(w) x 9.00(h) x 1.20(d)
682.html,Java All-in-One For Dummies,Doug Lowe,,$30.19 ,$22.99 ,,9.78112E+12,978-1118408032,For Dummies Series,Wiley,,"195,984",960,7.30(w) x 9.20(h) x 1.90(d)
683.html,Easy Windows 8.1,Mark Edward Soper,,$15.03 ,$11.99 ,,9.78079E+12,978-0789752253,Easy Series,Que,,"196,004",480,7.90(w) x 9.90(h) x 1.00(d)
684.html,"Office 2013 For Dummies, Book + DVD Bundle",Wallace Wang,,,,,9.78112E+12,978-1118497111,,Wiley,,"196,086",432,7.40(w) x 9.30(h) x 1.30(d)
685.html,"iTunes and iCloud for iPhone, iPad, & iPod touch Absolute Beginner's Guide",Brad Miser,,$19.37 ,$11.99 ,,9.78079E+12,978-0789750648,Absolute Beginner's Guide Series,Que,,"196,206",410,6.90(w) x 9.00(h) x 1.00(d)
686.html,Windows 10 for Seniors for the Beginning Computer User: Get Started with Windows 10,Studio Visual Steps,,,,,9.78906E+12,978-9059054615,Computer Books for Seniors Series,Visual Steps Publishing,,"196,233",368,7.80(w) x 10.00(h) x 0.90(d)
687.html,Windows 7 For Dummies Book + DVD Bundle,Andy Rathbone,,$17.79 ,,,9.78047E+12,978-0470523988,For Dummies Series,Wiley,,"196,275",408,7.66(w) x 7.80(h) x 1.55(d)
688.html,"CompTIA Security+ Certification Bundle, Second Edition (Exam SY0-401) / Edition 2",Glen E. Clarke# Daniel Lachance,,$40.75 ,$40.49 ,,9.78007E+12,978-0071834261,Certification Press Series,McGraw-Hill Professional Publishing,,"196,315",1322,7.40(w) x 9.10(h) x 2.60(d)
689.html,How to Win Friends and Influence People in the Digital Age,Dale Carnegie & Associates# Robert Petkoff, ,,,$20.18 ,9.78144E+12,978-1442344815,,Simon & Schuster Audio,,"196,393",7,5.74(w) x 5.30(h) x 0.64(d)
690.html,"The Accidental Billionaires: The Founding of Facebook: A Tale of Sex, Money, Genius and Betrayal",Ben Mezrich,$15.10 ,$13.58 ,$11.99 , ,9.78031E+12,978-0307740984,,Knopf Doubleday Publishing Group,,"196,451",260,8.22(w) x 11.28(h) x 0.79(d)
691.html,"Hatching Twitter: A True Story of Money, Power, Friendship, and Betrayal",Nick Bilton,$26.71 ,$12.33 ,$9.99 ,,9.78159E+12,978-1591847083,,Penguin Publishing Group,,"196,494",320,
692.html,R in a Nutshell,Joseph Adler,,$43.62 ,$20.99 ,,9.78145E+12,978-1449312084,,"O'Reilly Media, Incorporated",,"196,621",724,6.00(w) x 8.90(h) x 1.50(d)
693.html,"CISSP Boxed Set, Second Edition",Shon Harris,,,$78.75 ,,9.78007E+12,978-0071823524,All-in-One,McGraw-Hill Education,,"504,469",1488,
694.html,The Game Maker's Apprentice: Game Development for Beginners / Edition 1,Jacob Habgood# Mark Overmars,,,,,9.78159E+12,978-1590596159,,Apress,,"196,883",311,7.01(w) x 9.13(h) x 0.04(d)
695.html,Beginner's Guide to Digital Painting in Photoshop,Nykolai Aleksander# Richard Tilbury,,$36.87 ,,,9.78096E+12,978-0955153075,,3DTotal Publishing,,"196,895",224,8.50(w) x 11.70(h) x 0.60(d)
696.html,"The Digital Filmmaking Handbook, 5th Edition / Edition 5",Sonja Schenk# Ben Long,,$26.98 ,$34.99 ,,9.78131E+12,978-1305258716,,Cengage Learning,,"197,098",608,7.30(w) x 9.00(h) x 1.60(d)
697.html,Adobe Premiere Pro CS6 Classroom in a Book / Edition 1,Adobe Creative Team,,$33.16 ,$27.99 ,,9.78032E+12,978-0321822475,Classroom in a Book Series,Adobe Press,,"197,124",432,7.30(w) x 9.00(h) x 1.00(d)
698.html,Peopleware: Productive Projects and Teams / Edition 3,Tom DeMarco# Tim Lister# Dorset House,,$25.77 ,$25.59 ,,9.78032E+12,978-0321934116,,Addison-Wesley,,"197,290",249,6.10(w) x 9.10(h) x 0.60(d)
699.html,The Art of BioShock Infinite,Ken Levine# Nate Wells# Irrational Games,$27.76 ,,$16.49 ,,9.7816E+12,978-1595829948,,Dark Horse Comics,,"197,668",184,9.30(w) x 12.20(h) x 0.80(d)
700.html,A First Course in Discrete Mathematics / Edition 1,John C. Molluzzo# Fred Buckley,$84.45 ,,,,9.78088E+12,978-0881339406,,"Waveland Press, Inc.",,"197,863",528,7.00(w) x 9.25(h) x (d)
701.html,Agile Retrospectives: Making Good Teams Great,Esther Derby# Diana Larsen# Ken Schwaber,,$22.33 ,,,9.78098E+12,978-0977616640,Pragmatic Programmers Series,"Pragmatic Programmers, LLC, The",,"197,939",200,7.53(w) x 8.97(h) x 0.82(d)
702.html,SAP BusinessObjects BI 4.0 The Complete Reference 3/E / Edition 1,Cindi Howson# Elizabeth Newbould# Clark Duey,,$36.55 ,$39.99 ,,9.78007E+12,978-0071773126,Complete Reference Series,McGraw-Hill Professional Publishing,,"197,942",752,7.30(w) x 9.00(h) x 1.50(d)
703.html,Excel 2010,BarCharts Inc,,,,,9.78142E+12,978-1423214267,,"BarCharts, Incorporated",,"197,971",6,8.50(w) x 0.06(h) x 11.00(d)
704.html,Adobe Photoshop CS6 Digital Classroom,Jennifer Smith# AGI Creative Team,,$36.12 ,$25.99 ,,9.78112E+12,978-1118123898,Digital Classroom Series,Wiley,,"197,979",448,7.30(w) x 9.10(h) x 1.00(d)
705.html,QuickBooks 2015: A Complete Course & Access Card Package,Janet Horne,,,,,9.78013E+12,978-0134325903,,Prentice Hall,,"197,982",784,9.00(w) x 11.00(h) x 1.00(d)
706.html,Teaching Online: A Practical Guide / Edition 3,Susan Ko# Steve Rossen,$185.00 ,$41.41 ,$41.99 ,,9.78042E+12,978-0415997263,,Taylor & Francis,,"198,048",472,5.40(w) x 7.90(h) x 1.00(d)
707.html,"Office 2013 Library Excel 2013 Bible, Access 2013 Bible, PowerPoint 2013 Bible, Word 2013 Bible",Lisa A. Bucki,,,,,9.78112E+12,978-1118522943,Bible Series,Wiley,,"198,132",4248,6.70(w) x 9.40(h) x 0.40(d)
708.html,The Privacy Engineer's Manifesto: Getting from Policy to Code to QA to Value,Michelle Finneran Dennedy# Jonathan Fox# Thomas Finneran,,$31.68 ,$0.00 ,,9.78143E+12,978-1430263555,,Apress,,"935,129",400,6.00(w) x 9.00(h) x 0.89(d)
709.html,Decision Making with Insight: With Insight.Xla 2.0 / Edition 2,Sam Savage,$85.92 ,$127.45 ,,,9.78053E+12,978-0534386399,,South Western Educational Publishing,,"198,715",368,7.51(w) x 9.30(h) x 0.67(d)
710.html,Minecraft Modding with Forge: A Family-Friendly Guide to Building Fun Mods in Java,Arun Gupta# Aditya Gupta,,$21.37 ,$14.49 ,,9.78149E+12,978-1491918890,,"O'Reilly Media, Incorporated",,"262,093",192,
711.html,Microsoft System Center Integrated Cloud Platform,David Ziembicki,,$9.99 ,$0.00 ,,9.78013E+12,978-0133979671,Introducing,Pearson Education,,"198,964",80,
712.html,"DUMB WAYS TO DIE GAME, SONG, CHEATS, DOWNLOAD, GUIDE, + MORE!",HSE,,,,,9.78168E+12,978-1681054261,,HSE,,"199,136",,
713.html,CANDY CRUSH SODA SAGA GAME GUIDE,HSE,,,,,9.78163E+12,978-1634613347,,HSE,,"199,259",,
714.html,Android Studio Development Essentials,Neil Smyth,,$32.78 ,$9.99 ,,2.94015E+12,294-0149861132,,Payload Media,,"199,742",614,
715.html,Tactile Morse Code,Robert Bodnaryk,,,,,2.94001E+12,294-0011514494,,Robert Bodnaryk,,"199,976",,
716.html,Minecraft For Dummies,Jesse Stay# Thomas Stay# Cordeiro,,$16.68 ,$13.99 ,,9.78112E+12,978-1118968239,For Dummies Series,Wiley,,"231,562",384,7.40(w) x 9.10(h) x 0.90(d)
717.html,Digital Design / Edition 5,M. Morris Mano# Michael D. Ciletti,$180.30 ,,,,9.78013E+12,978-0132774208,,Prentice Hall,,"200,099",576,7.10(w) x 9.20(h) x 1.00(d)
718.html,Thinking In C# Programming.,Harry. H. Chaudhary,,,,,9.78131E+12,978-1312338340,,Lulu.com,,"200,115",,
719.html,"How to Get Things Done with Onenote: Set Up Onenote for Gtd in 15 Minutes, Improve Productivity and Lead Your Way to Success",Dominic Wolff,,$11.05 ,$3.99 ,,9.7815E+12,978-1500347765,,CreateSpace Publishing,,"498,957",82,6.00(w) x 9.00(h) x 0.17(d)
720.html,The Ultimate Guide to Penny Auctions,Adam Young,,,,,2.94004E+12,294-0044435704,,Adam Young,,"200,261",,
721.html,Essentials of Business Processes and Information Systems / Edition 1,Simha R. Magal# Jeffrey Word,,$52.63 ,,,9.78047E+12,978-0470230596,,Wiley,,"200,465",200,7.90(w) x 9.80(h) x 0.40(d)
722.html,Linux All-in-One For Dummies,Emmett Dulaney,,$23.97 ,$20.99 ,,9.78112E+12,978-1118844359,For Dummies Series,Wiley,,"201,978",576,7.40(w) x 9.20(h) x 1.20(d)
723.html,Android Phones For Dummies,Dan Gookin,,$19.19 ,$13.99 ,,9.78112E+12,978-1118720301,For Dummies Series,Wiley,,"201,983",384,7.40(w) x 9.10(h) x 0.90(d)
724.html,Excel VBA 24-Hour Trainer,Tom Urtis,,$31.38 ,$23.49 ,,9.78112E+12,978-1118991374,,Wiley,,"202,055",504,7.30(w) x 9.20(h) x 1.00(d)
725.html,CompTIA A+ 220-801 and 220-802 Authorized Practice Questions Exam Cram,David L. Prowse,,$22.80 ,$13.99 ,,9.78079E+12,978-0789749741,Exam Cram Series,Pearson IT Certification,,"202,085",320,6.00(w) x 8.90(h) x 0.80(d)
726.html,David Busch's Nikon D7100 Guide to Digital SLR Photography,David D. Busch,,$23.95 ,$23.09 ,,9.78129E+12,978-1285763095,David Busch's Digital Photography Guides Series,Cengage Learning,,"202,146",512,7.20(w) x 9.10(h) x 1.40(d)
727.html,Samsung Galaxy Tab 4 for Seniors: Get Started Quickly with This User-Friendly Tablet with Android 4.4,Studio Visual Steps,,,,,9.78906E+12,978-9059052406,Computer Books for Seniors Series,Visual Steps Publishing,,"202,186",264,7.80(w) x 9.80(h) x 0.10(d)
728.html,C# 5.0 in a Nutshell: The Definitive Reference,Joseph Albahari# Ben Albahari,,$39.55 ,$26.99 ,,9.78145E+12,978-1449320102,,"O'Reilly Media, Incorporated",,"202,411",1064,6.00(w) x 8.90(h) x 1.90(d)
729.html,Adobe Acrobat XI Classroom in a Book,Adobe Creative Team,,$42.15 ,$27.99 ,,9.78032E+12,978-0321886798,,Adobe Press,,"202,429",323,7.30(w) x 9.00(h) x 0.80(d)
730.html,"Encyclopedia of Electronic Components Volume 1: Resistors, Capacitors, Inductors, Switches, Encoders, Relays, Transistors",Charles Platt,,$18.09 ,$11.49 ,,9.78145E+12,978-1449333898,,"Maker Media, Inc",,"202,499",296,7.90(w) x 9.60(h) x 0.20(d)
731.html,Pinterest For Dummies,Kelby Carr,,$11.54 ,$2.99 ,,9.78112E+12,978-1118328002,For Dummies Series,Wiley,,"202,726",216,5.90(w) x 8.90(h) x 0.50(d)
732.html,Excel 2013 Formulas,Walkenbach,,$36.69 ,$25.99 ,,9.78112E+12,978-1118490440,,Wiley,,"202,793",864,7.30(w) x 9.20(h) x 1.80(d)
733.html,Eleventh Hour CISSP: Study Guide / Edition 2,Eric Conrad,,$22.13 ,$20.96 ,,9.78012E+12,978-0124171428,,Elsevier Science,,"202,965",216,7.50(w) x 9.10(h) x 0.30(d)
734.html,Absolute Beginner's Guide to Computer Basics (Absolute Beginner's Guide Series) / Edition 5,Michael Miller,,$13.20 ,$10.49 ,,9.78079E+12,978-0789742537,Absolute Beginner's Guide Series,Que,,"203,044",426,6.80(w) x 9.00(h) x 1.20(d)
735.html,Big Data: Understanding How Data Powers Big Business,Bill Schmarzo,,$28.99 ,$20.99 ,,9.78112E+12,978-1118739570,,Wiley,,"203,201",240,7.30(w) x 9.20(h) x 0.50(d)
736.html,"Economics: Principles, Problems, and Policies / Edition 19",Campbell McConnell# Stanley Brue# Sean Flynn,$253.42 , ,,,9.78007E+12,978-0073511443,,McGraw-Hill Professional Publishing,,"203,328",896,8.70(w) x 10.00(h) x 1.40(d)
737.html,Publishing E-Books For Dummies,Ali Luke,,$15.85 ,$13.99 ,,9.78112E+12,978-1118342909,For Dummies Series,Wiley,,"203,378",312,9.00(w) x 7.40(h) x 0.50(d)
738.html,Crafting Digital Writing: Composing Texts Across Media and Genres,Troy Hicks,,$20.25 ,,,9.78033E+12,978-0325046969,,Heinemann,,"203,705",208,7.30(w) x 9.20(h) x 0.70(d)
739.html,"MOS 2010 Study Guide for Microsoft Word, Excel, PowerPoint, and Outlook",Joan Lambert III# Joyce Cox,,$34.33 ,$20.99 ,,9.78074E+12,978-0735648753,MOS Study Guide Series,Microsoft Press,,"203,902",736,7.30(w) x 8.90(h) x 1.40(d)
740.html,CCNP Routing and Switching SWITCH 300-115 Official Cert Guide,David Hucaby,$52.53 ,,$38.39 ,,9.78159E+12,978-1587205606,Official Cert Guide Series,Cisco Press,,"203,917",560,7.30(w) x 9.20(h) x 1.40(d)
741.html,American National Security / Edition 6,Amos A. Jordan# William J. Taylor Jr.# Michael J. Meese# Suzanne C. Nielsen, ,$31.15 ,$25.90 ,,9.7808E+12,978-0801891540,,Johns Hopkins University Press,,"204,158",688,
742.html,Professional SharePoint 2013 Administration,Shane Young# Steve Caravajal# Todd Klindt,,$32.19 ,$25.99 ,,9.78112E+12,978-1118495810,,Wiley,,"320,888",840,7.40(w) x 9.40(h) x 1.60(d)
743.html,NOOK For Dummies,Corey Sandler,,,,,9.78112E+12,978-1118057827,,Wiley,,"204,643",384,
744.html,Apple Watch For Dummies,Marc Saltzman,,$15.95 ,$10.49 ,,9.78112E+12,978-1119052050,For Dummies Series,Wiley,,"250,446",288,7.40(w) x 9.00(h) x 0.50(d)
745.html,Microsoft Visual Basic 2012: Reloaded / Edition 5,Diane Zak,,$154.70 ,,,9.78129E+12,978-1285084169,,Cengage Learning,,"204,793",816,8.50(w) x 10.80(h) x 1.20(d)
746.html,Present Shock: When Everything Happens Now,Douglas Rushkoff,$16.09 ,$14.41 ,$9.99 ,,9.78162E+12,978-1617230103,,Penguin Publishing Group,,"319,763",304,
747.html,The Basics of HTML,Avinash John Jr,,,,,2.94005E+12,294-0046188097,,"Avinash John, Jr",,"204,982",,
748.html,"Digital Photography For Dummies, Mini Edition",Julie Adair King# Serge Timacheff,,,,,9.78112E+12,978-1118037744,,"Wiley, John & Sons, Incorporated",,"205,339",,
749.html,iPhone 5 First Steps For Dummies,Mark L. Chambers,,,,,9.78112E+12,978-1118538135,,Wiley,,"205,621",96,
750.html,Getting to Know ArcGIS : Desktop / Edition 2,Tim Ormsby# Eileen J. Napoleon# Robert Burke# Carolyn Groessl,,$43.77 ,,,9.78159E+12,978-1589482609,Getting to Know Series,ESRI Press,,"205,724",592,9.26(w) x 11.24(h) x 1.20(d)
751.html,Getting Started with Arduino,Massimo Banzi,, ,$8.49 ,,9.7806E+12,978-0596555108,Make: Projects,"O'Reilly Media, Incorporated",,"205,846",128,
752.html,On Intelligence,Jeff Hawkins# Sandra Blakeslee, ,$13.08 ,$9.99 ,,9.78081E+12,978-0805078534,,St. Martin's Press,,"553,762",272,5.52(w) x 10.64(h) x 0.70(d)
753.html,"Arduino Programming in 24 Hours, Sams Teach Yourself",Richard Blum,,$23.61 ,$13.49 ,,9.78067E+12,978-0672337123,Sams Teach Yourself Series,Sams,,"551,699",552,6.90(w) x 9.00(h) x 1.00(d)
754.html,Microsoft System Center Data Protection for the Hybrid Cloud,Shreesh Dubey# Vijay Tandra Sistla# Shivam Garg# Aashish Ramdas,,,,,9.78074E+12,978-0735695900,,Pearson Education,,"207,404",112,
755.html,Straight Flush: The True Story of Six College Friends Who Dealt Their Way to a Billion-Dollar Online Poker Empire--and How It All Came Crashing Down . . .,Ben Mezrich, ,$12.83 ,$10.99 ,,9.78006E+12,978-0062240101,,HarperCollins Publishers,,"232,477",304,7.90(w) x 5.20(h) x 1.10(d)
756.html,Mastering ArcGIS with Video Clips DVD-ROM / Edition 6,Maribeth Price,,,,,9.78008E+12,978-0077826260,,McGraw-Hill Higher Education,,"207,964",611,
757.html,ALT Codes,Caveri Kaleigh Leonard,,,,,9.7813E+12,978-1300979647,,Lulu.com,,"207,969",,
758.html,Microsoft PowerPoint Guide,John Monyjok Maluth,,,,,2.94005E+12,294-0046070965,,Discipleship Press,,"208,058",,
759.html,Android Tablets For Dummies,Dan Gookin,,$21.70 ,$13.99 ,,9.78112E+12,978-1118874011,For Dummies Series,Wiley,,"208,470",352,7.40(w) x 9.10(h) x 0.70(d)
760.html,Head First JavaScript Programming,Eric T. Freeman# Elisabeth Robson,,$36.59 ,$24.99 ,,9.78145E+12,978-1449340131,,"O'Reilly Media, Incorporated",,"208,546",704,8.00(w) x 9.25(h) x (d)
761.html,Adobe Lightroom and Photoshop for Photographers Classroom in a Book,Jan Kabili# Adobe Creative Team,,$36.42 ,$27.99 ,,9.78013E+12,978-0133816716,Classroom in a Book Series,Adobe Press,,"208,570",400,7.40(w) x 9.10(h) x 0.90(d)
762.html,QuickBooks 2013 For Dummies,Stephen L. Nelson,,$15.99 ,$12.99 ,,9.78112E+12,978-1118356418,For Dummies Series,Wiley,,"208,742",408,7.30(w) x 9.10(h) x 1.00(d)
763.html,"What Color Is Your Parachute? Guide to Job-Hunting Online, Sixth Edition: Blogging, Career Sites, Gateways, Getting Interviews, Job Boards, Job Search Engines, Personal Websites, Posting Resumes, Research Sites, Social Networking",Mark Emery Bolles# Richard Nelson Bolles,,$9.89 ,$9.99 ,,9.78161E+12,978-1607740339,,Potter/TenSpeed/Harmony,,"208,788",192,5.90(w) x 8.90(h) x 0.60(d)
764.html,HTML and CSS: Visual QuickStart Guide,Elizabeth Castro# Bruce Hyslop,,$26.54 ,$17.99 ,,9.78032E+12,978-0321928832,,Peachpit Press,,"208,848",576,7.00(w) x 8.90(h) x 1.10(d)
765.html,Canon EOS 5D Mark III Digital Field Guide,Charlotte K. Lowrie,,$14.14 ,$10.49 ,,9.78112E+12,978-1118169117,,Wiley,,"208,890",304,5.90(w) x 8.90(h) x 0.80(d)
766.html,Programming Python,Mark Lutz,,$41.01 ,$29.99 ,,9.7806E+12,978-0596158101,,"O'Reilly Media, Incorporated",,"208,945",1584,6.90(w) x 9.20(h) x 2.40(d)
767.html,Training Guide: Installing and Configuring Windows Server 2012 R2,Mitch Tulloch,,$43.19 ,$27.99 ,,9.78074E+12,978-0735684331,,Microsoft Press,,"209,063",800,7.40(w) x 8.90(h) x 1.50(d)
768.html,Geeks: How Two Lost Boys Rode the Internet out of Idaho,Jon Katz,$20.08 ,$13.67 ,$11.99 ,,9.78077E+12,978-0767906999,,Crown Publishing Group,,"209,130",256,what's this?
769.html,Excel 2010 Formulas,John Walkenbach,,$29.19 ,$25.99 ,,9.78047E+12,978-0470475362,Mr. Spreadsheet's Bookshelf Series,Wiley,,"209,290",816,7.30(w) x 9.20(h) x 1.90(d)
770.html,"Windows PowerShell in 24 Hours, Sams Teach Yourself",Timothy L. Warner,,$28.82 ,$18.49 ,,9.78067E+12,978-0672337284,Sams Teach Yourself Series,Sams,,"209,325",528,7.00(w) x 9.00(h) x 1.20(d)
771.html,SMART Board Interactive Whiteboard For Dummies,Radana Dvorak,,$19.26 ,$12.99 ,,9.78112E+12,978-1118376683,For Dummies Series,Wiley,,"209,411",360,7.30(w) x 9.10(h) x 0.70(d)
772.html,Succeeding with Agile: Software Development Using Scrum,Mike Cohn,,$34.58 ,$33.59 ,,9.78032E+12,978-0321579362,Addison-Wesley Signature Series,Addison-Wesley,,"209,670",476,7.30(w) x 9.00(h) x 1.10(d)
773.html,System Center 2012 R2 Configuration Manager Unleashed: Supplement to System Center 2012 Configuration Manager (SCCM) Unleashed,Kerrie Meyler# Jason Sandys# Greg Ramsey# Dan Andersen,,$31.60 ,$25.59 ,,9.78067E+12,978-0672337154,Unleashed Series,Sams,,"209,765",384,6.90(w) x 9.00(h) x 0.90(d)
774.html,Kindle Fire HDX For Dummies,Nancy C. Muir,,$16.04 ,$10.49 ,,9.78112E+12,978-1118772652,For Dummies Series,Wiley,,"209,961",288,7.30(w) x 9.10(h) x 0.60(d)
