ID, Title, Author1, Author2, Author3, Publisher, ISBN13, Publication Date, Pages, Product dimensions, Sales rank, Ratings count, Rating value, Paperback price, Hardcover price, Nookbook price, Audiobook price
855,Solomon Maimon: An Autobiography,Salomon Maimon, , ,HardPress Publishing,9781314488333,06/23/2013,356,6.00(w) x 9.00(h) x 0.74(d),"1,013,636", , ,$13.95, , , 
856,God's Presence in the Life of an Ordinary Woman: An Autobiography,Kitty McCaffrey, , ,WestBow Press,9781449763084,08/01/2012,316, ,"1,013,717", , ,$22.95, ,$3.49, 
857,Joking Apart: My Autobiography,Donncha O'Callaghan, , ,Transworld Publishers Limited,9781409045014,11/24/2011,400, ,"1,015,623",1,4.0,$13.61, ,$8.99, 
858,Absolute Beginner: The Autobiography,Patsy Kensit, , ,Pan Macmillan,9780283071928,10/10/2013, , ,"1,016,851", , ,$22.95,$28.56,$7.99, 
859,The Autobiography of LTC John (Jack) H. Adams from 1931 to 2011: Volume 1,Jack Adams, , ,AuthorHouse,9781467071994,02/10/2012,460, ,"1,017,069",1,5.0,$25.00,$35.00,$5.49, 
860,Buying the Night Flight: The Autobiography of a Woman Foreign Correspondent,Georgie Anne Geyer,Geyer, ,University of Chicago Press,9780226289915,08/15/2001,400,6.00(w) x 9.00(h) x 0.90(d),"1,017,187", , ,$26.00, , , 
861,"Gold Medal Flapjack, Silver Medal Life: The autobiography of an unlikely Olympian",Alison Mowbray, , ,Matador Publishing Ltd,2940149653010,08/05/2014,480, ,"1,017,638", , , , , , 
862,I've Seen The Elephant: An Autobiography,William B. Saxbe, , ,Kent State University Press,9781612779003,06/15/2000, , ,"1,021,604", , , ,$14.49,$14.49, 
863,"Annick Nouatin's Autobiography Part 1: A Story of Courage, Strength, and Spirituality",Annick Nouatin, , ,AuthorHouse,9781468536676,02/07/2012,124, ,"1,024,901", , ,$14.95,$23.99,$3.99, 
864,Embracing My Gift: The Autobiography of a Psychic Medium,Frances Camilleri, , ,Balboa Press AU,9781452505206,05/25/2012,136, ,"1,026,513",1,5.0,$11.99, ,$3.99, 
865,Jim Redman: Six Times World Motorcycle Champion - The Autobiography,Jim Redman, , ,Veloce Publishing Ltd,9781845845490,10/18/2013, , ,"1,027,784", , ,$10.49, ,$10.49, 
866,"Fanny Kemble -- three autobiographies, a book of poems, and a book of letters",Frances Anne Kemble, , ,B&amp;R Samizdat Express,9781455402496,02/01/2011, , ,"1,027,971", , , , , , 
867,The Abandoned Baobab: The Autobiography of a Senegalese Woman / Edition 1,Ken Bugul,Marjolijn De Jager, ,University of Virginia,9780813927374,03/01/2008,190,5.50(w) x 8.50(h) x 0.44(d),"1,030,277", , ,$17.72, , , 
868,Lulla,of Birdland: The Autobiography of George Shearing, , ,Bloomsbury Academic,9780826417244,02/25/2005,272,5.40(w) x 8.70(h) x 0.80(d),"1,030,310", , , , , , 
869,The Life of St. Teresa of Jesus: Autobiography,Teresa of Jesus, , ,limovia.net,9781783360826,01/13/2014, , ,"1,030,363", , , , , , 
870,Hizzy: The Autobiography of Steve Hislop,Steve Hislop, , ,HarperCollins Publishers,9780007438310,10/25/2012,400, ,"1,030,985", , ,$7.99, ,$7.99, 
871,Autobiography of My Hungers,Rigoberto González, , ,University of Wisconsin Press,9780299292539,05/06/2013,64, ,"1,031,838", , , ,$18.19,$10.49, 
872,Red Autobiographies: Initiating the Bolshevik Self,Igal Halfin, , ,University of Washington Press,9780295991122,02/07/2011,206,6.00(w) x 8.90(h) x 0.60(d),"1,032,627", , , , , , 
873,Pioneering History on Two Continents: An Autobiography,Bruce F Pauley, , ,Potomac Books Inc.,9781612346984,07/15/2014, , ,"1,034,400", , , ,$30.13,$22.99, 
874,Unbreakable: The Autobiography of the Life of Susan Stewart,Susan Stewart, , ,Conclusio,9780993842030,04/09/2015,130,5.25(w) x 8.00(h) x 0.28(d),"1,037,443", , , , , , 
875,Up from Slavery: an Autobiography,Washington Booker T. 1856-1915, , ,HardPress Publishing,9781313377201,01/28/2013,356,6.00(w) x 9.00(h) x 0.74(d),"1,037,819", , , , , , 
876,Story of a Soul (l'Histoire d'une Ame): The Autobiography of St. Therese of Lisieux,St. Therese of Lisieux, , ,New Century Books,2940012567307,11/04/2010, , ,"1,040,975",6,3.5,$7.03, ,$0.99, 
877,The Autobiography of Jesus X,Ross Allaire, , ,Lulu.com,9781312316447,01/08/2015, , ,"1,041,990", , ,$19.99,$39.99,$1.99, 
878,Autobiography of a One-Year-Old,Rohan Candappa, , ,Random House Publishing Group,9780307481771,12/10/2008,288, ,"1,042,505",6,4.5,$9.59, ,$8.99, 
879,Chris Hoy: The Autobiography,Chris Hoy, , ,HarperCollins Publishers,9780007343737,10/15/2009,320, ,"1,042,667", , ,$9.99, ,$9.99, 
880,An Autobiography,R. G. Collingwood, , ,Read Books Ltd.,9781473396005,07/07/2014,178, ,"1,044,529", , ,$27.45, ,$5.49, 
881,The Inner Sole...a fictional autobiography,C G Wesley MD, , ,James Wallace,2940016391557,03/24/2013, , ,"1,045,680", , ,$14.99, ,$1.99, 
882,Things I Couldn't Tell My Mother: My Autobiography,Sue Johnston, , ,Ebury Publishing,9781409034698,09/01/2011,352, ,"1,047,256", , ,$13.50, ,$10.49, 
883,Anyone Can DJ: An autobiography about the power of decisions,Dan Van Casteele, , ,22 Lions,2940151684330,02/20/2015, , ,"1,047,720", , , , ,$2.99, 
884,Autobiography of Goethe,Johann Wolfgang von Goethe, , ,Sheba Blake Publishing,9789635276400,07/23/2015, , ,"1,049,246", , ,$19.95, ,$3.99, 
885,Wild Ivy: The Spiritual Autobiography of Zen Master Hakuin,Hakuin, , ,"Shambhala Publications, Inc.",9780834823198,07/26/2011,192, ,"1,051,452", , ,$19.23, ,$10.49, 
886,Tony Southgate From Drawing Board to Chequered Flag: The Autobiography of One of Motorsport's Most Prolific and Versatile Racing Car Designers,Tony Southgate, , ,Motor Racing Publications,9781899870820,09/15/2010,256,8.80(w) x 10.80(h) x 0.80(d),"1,051,602", , , , , , 
887,"Deliverance from Error: Five Key Texts Including His Spiritual Autobiography, Al-Munqidh Min Al-Dalal",Abu Hamid Muhammad al-Ghazali, , ,"Fons Vitae of Kentucky, Incorporated",9781887752275,01/28/2004,334,6.00(w) x 9.00(h) x 0.94(d),"1,052,330", , ,$27.07, , , 
888,Jack Tar's Story: The Autobiographies and Memoirs of Sailors in Antebellum America,Myra C. Glenn, , ,Cambridge University Press,9781107693258,07/17/2014,208,5.98(w) x 9.02(h) x 0.47(d),"1,054,058", , , , , , 
889,The Kindness of Strangers: The Autobiography,Kate Adie, , ,"Headline Book Publishing, Limited",9780755310739,06/01/2003,448,5.00(w) x 7.70(h) x 1.20(d),"1,055,884", , ,$13.58, , , 
890,Hands and Heals The Autobiography,Ian Healy, , ,HarperCollins Publishers,9780730450344,03/01/2011,256, ,"1,056,770", , , , , , 
891,Journey to Mindfulness: The Autobiography of Bhante G.,Henepola Gunaratana,Jeanne Malmgren, ,Wisdom Publications MA,9780861713479,07/10/2005,272,5.98(w) x 8.96(h) x 0.71(d),"1,057,264",1,5.0,$13.60,$11.41,$13.99, 
892,"My History, Not Yours: The Formation of Mexican American Autobiography / Edition 1",Genaro M. Padilla, , ,University of Wisconsin Press,9780299139742,01/28/1994,224,6.00(w) x 9.00(h) x 0.80(d),"1,057,640", , , , , , 
893,Funny Peculiar: The Autobiography,Will Young, , ,"Little, Brown Book Group",9781405517652,10/11/2012, , ,"1,059,806", , ,$25.95, ,$6.99, 
894,The Autobiography of an Idea,Louis H. Sullivan, , ,Dover Publications,9780486202815,06/22/2009,384,5.43(w) x 7.99(h) x 0.76(d),"1,060,102", , ,$14.95, ,$10.49, 
895,The Autobiography of Jesus Christ,Neil Elliott, , ,Neil Elliott,2940011411359,07/18/2011, , ,"1,061,715", , ,$1.99, ,$1.99, 
896,"The Autobiography of Malcolm X,",Malcolm X & Alex Haley Summary & Study Guide, , ,BookRags.com,2940013228962,11/01/2011, , ,"1,062,014", , , , , , 
897,The Autobiography of Vivian,Sherrie Krantz, , ,Random House Publishing Group,9780345454843,06/25/2002,304, ,"1,062,095",18,4.1,$2.99, ,$2.99, 
898,Ba,Zeke: Rescue Mission: The diary of a chicken jockey,book 3 (an unofficial Minecraft autobiography), ,CreateSpace Publishing,9781512164022,05/13/2015,88,5.00(w) x 8.00(h) x 0.21(d),"1,065,829", , , , , , 
899,A Fart In a Colander: The Autobiography,Roy Hudd, , ,Michael O'Mara Books,9781843176343,02/25/2011, , ,"1,067,852", , ,$8.49, ,$8.49, 
900,Out Of The Briars - An Autobiography And Sketch Of The Twenty-Ninth Regiment - Connecticut Volunteers,A. H. Newton, , ,Read Books Ltd.,9781473387331,04/16/2013,300, ,"1,070,223", , ,$13.97, ,$2.99, 
901,This Is Me: The Autobiography,Ian Thorpe, , ,Simon &amp; Schuster Australia,9780731815739,10/24/2012,336, ,"1,072,279", , , ,$27.38,$10.99, 
902,With Head And Heart,Howard Thurman, , ,Houghton Mifflin Harcourt,9780156976480,10/14/1981,298,5.20(w) x 7.90(h) x 0.80(d),"614,538",1,5.0,$16.37, ,$9.99, 
903,Benjamin Franklin: My Autobiography,Benjamin Franklin, , ,The St. George Press,2940016734408,05/30/2013,165, ,"1,073,654", , , , ,$5.29, 
904,Autobiography of an American Orphan,Walter James, , ,Strategic Book Publishing,2940148243519,01/21/2014,268, ,"1,074,795",86,4.7,$14.51,$31.50,$9.99, 
905,The Autobiography of a Granada Cat as told to Harley White,Harley White, , ,Harley White,2940046053937,06/30/2014, , ,"1,075,387",2,5.0,$34.99, ,$4.95, 
906,Autobiography of an Electron,Charles R. Gibson, , ,Charles R. Gibson,9786051766690,07/03/2015, , ,"1,075,656", , , , , , 
907,"History: The Legacy Of Columbus ( autobiography, diary, journal, life, life story, memoir, picture, profile, sketch, confessions, experience, letter, life history, personal account )",Famous Explorers,World History,American History,Resounding Wind Publishing,2940149993239,12/16/2014, , ,"1,076,473",1,5.0, , , , 
908,FROM A TO BIBA: The Autobiography of Barbara Hulanicki,Barbara Hulanicki, , ,V&amp;A Publishing,9781851776696,06/04/2007,182, ,"1,080,010", , ,$15.95, ,$7.99, 
909,Daughters and Rebels: An Autobiography,Jessica Mitford l Summary & Study Guide, , ,BookRags.com,2940013127081,08/18/2011, , ,"1,080,500", , , , , , 
910,Johann Wolfgang Von Goethe Classics: Autobiography Truth and Fiction Relating to My Life,Johann Wolfgang Von Goethe, , ,Lulu.com,9781105749797,05/11/2012, , ,"1,080,864",3,5.0, , , , 
911,The Last of the Dinosaurs: An Autobiography,William L. Otto, , ,"iUniverse, Incorporated",9781491752678,01/15/2015,286, ,"1,082,337", , ,$19.95,$29.95,$3.99, 
912,With Sabre and Scalpel; the Autobiography of a Soldier and Surgeon,John A. Wyeth, , ,Waxkeep Publishing,9781681052830,11/24/2014, , ,"1,082,784", , ,$24.32, ,$0.99, 
913,Ella Elgar Bird Dumont: An Autobiography of a West Texas Pioneer,Ella Elgar Bird Dumont, , ,University of Texas Press,9780292772151,07/03/2014,272, ,"1,084,808", , ,$25.00, ,$14.49, 
914,Study Guide: Murder to Excellence Growth and Development for the Millennial Generation: The Autobiography of Wallace 'Gator' Bradle,Terri Marsh Bradley,Safiya D. Hoskins Ph. D., ,Ubiquitous Press,9780692281703,08/26/2014,26,6.00(w) x 9.00(h) x 0.05(d),"1,084,981", , , , , , 
915,That Untravelled World: An Autobiography,Eric Shipton, , ,"Mountaineers Books, The",9781594858987,02/24/2015,304, ,"1,085,275", , ,$18.84, ,$11.49, 
916,"The Biography and Autobiography of Sherlock Holmes: Being a one volume, two book edition of My Brother, Sherlock and Montague Notations",Sherlock Holmes,Mycroft Holmes, ,CreateSpace Independent Publishing Platform,9781491036860,09/04/2013,240,5.00(w) x 8.00(h) x 0.55(d),"1,086,368", , , , , , 
917,"The Autobiographies of Frederick Douglass: Narrative of the Life of Frederick Douglass an American Slave, My Bondage and My Freedom, and The Life and Times of Frederick Douglass (Illustrated with TOC and Original Commentary)",Frederick Douglass, , ,Charles River Editors,2940012945143,06/10/2011, , ,"1,087,551", , , , , , 
918,On Reflection: An Autobiography,Helen Hayes,Sandford Dody, ,M. Evans &amp; Company,9781590772904,03/03/2014,271, ,"1,088,730", , ,$16.95, ,$8.49, 
919,Autobiography of a Repaired Physician: Mental Health As Seen From Both Sides,Prospero Shimshon Shimon MD, , ,Xlibris Corporation,9781462807253,01/29/2011, , ,"1,090,860", , ,$23.99, ,$8.49, 
920,Savage!: The Robbie Savage Autobiography,Janine Self,Robbie Savage, ,"Mainstream Publishing Company, Limited",9781907195631,01/18/2011,256, ,"1,091,128", , ,$14.22, ,$15.99, 
921,"I Came, I Saw: An Autobiography",Norman Lewis, , ,Open Road Media,9781480433328,07/30/2013,391, ,"1,094,389", , , , , , 
922,No Destination: Autobiography of a Pilgrim,Satish Kumar, , ,UIT Cambridge,9780857842626,04/01/2015,344, ,"1,095,706", , , ,$29.99,$11.99, 
923,The Autobiography of Frau Adolf Hitler,Frank Sanello, , ,CreateSpace Publishing,9781477581728,06/22/2012,252,6.00(w) x 9.00(h) x 0.53(d),"1,098,855", , , , , , 
924,Stella's Girl,Evelyn Decker, , ,"iUniverse, Incorporated",9780595427260,04/01/2009,108,6.00(w) x 9.00(h) x 0.26(d),"1,076,769", , ,$12.95,$22.95,$6.49, 
925,Autobiography Keller Paul Madere in Words And Pictures,Keller P. Madere, , ,AuthorHouse,9781496948502,11/06/2014,160, ,"1,100,052", , ,$15.84, ,$3.99, 
926,Steps Along the Way: A Spiritual Autobiography,Diogenes Allen, , ,Church Publishing Inc.,9780898697254,03/01/2002,120, ,"1,100,535", , ,$16.00, ,$9.99, 
927,Buying the Night Flight: The Autobiography of a Woman Foreign Correspondent,Georgie Anne Geyer, , ,Garrett County Press,9781891053160,08/16/2011,372, ,"1,101,491", , ,$46.95, ,$8.49, 
928,Country Music's Jim Owen: An Amazing Life (An Unauthorized Autobiography),Jim Owen, , ,Booktrope,2940148620297,07/18/2013,234, ,"1,102,368", , ,$14.95,$32.95,$2.99, 
929,I'll No Tell You Again: My Autobiography,Tony Roper, , ,Black &amp; White Publishing,9781845028954,10/23/2014,256, ,"1,103,751", , , ,$25.00,$10.49, 
930,Autobiography Of Mark Twain - Abridged Edition,Mark Twain, , ,KRE,9781608429943,12/14/2010,600,6.00(w) x 9.00(h) x 1.33(d),"1,104,552", , , , , , 
931,"His Majesty, the Queen: An Autobiography",Frank Marino, , ,"His Majesty, the Queen",9780692284377,09/05/2014,210,5.50(w) x 8.50(h) x 0.44(d),"1,106,326", , ,$14.99, , , 
932,Butler's Book: Autobiography and Personal Reminiscences of Major-General Benjamin Butler,Benjamin Butler, , ,Waxkeep Publishing,9781681053141,11/21/2014, , ,"1,107,061", , , , ,$0.99, 
933,Autobiography: The Big Sea (The Collected Works of Langston Hughes),Joseph McLaren,Langston Hughes, ,University of Missouri Press,9780826214102,09/28/2002,288,6.00(w) x 9.00(h) x 1.20(d),"1,107,249", , , , , , 
934,"Works of Anthony Trollope: (50+ works). Includes The Way We Live Now, Barchester Towers, The Warden, The Small House at Allington, Palliser Novels, Chronicles of Barsetshire, An Eye for an Eye and MORE",Anthony Trollope, , ,MobileReference,9781607785293,07/01/2010, , ,"118,246",19,3.0, , ,$5.49, 
935,The Autobiography of an ExtraTerrestrial Saga: Waking Thyron,Craig Campobasso, , ,AuthorHouse,9781496953407,12/11/2014,484, ,"1,108,421", , ,$24.74,$34.61,$8.99, 
936,The Days of My Life : An Autobiography In Two Volumes,H. Rider Haggard, , ,H. Rider Haggard,9786050311280,07/03/2014, , ,"1,112,614", , , , , , 
937,"The Gift of Stories: Practical and Spiritual Applications of Autobiography, Life Stories, and Personal Mythmaking / Edition 1",Robert Atkinson, , ,"ABC-CLIO, Incorporated",9780897894432,05/30/1995,168,6.14(w) x 9.21(h) x 0.36(d),"1,112,924", , , , , , 
938,"Autobiography of Mark Twain, Vol. 3",Mark Twain,Grover Gardner, ,"Blackstone Audio, Inc.",9781504637169,10/15/2015, ,5.70(w) x 6.60(h) x 2.00(d), , , , , , ,$44.95
939,Cash: The Autobiography Lesson Plans,BookRags, , ,BookRags.com,2940014872287,08/12/2012, , ,"1,113,493", , , , , , 
940,Twenty-Five - An Autobiography,Beverley Nichols, , ,Read Books Ltd.,9781447487074,04/16/2013,260, ,"1,113,928", , ,$29.99,$40.95,$5.49, 
941,The Autobiography of St Ignatius,Ignatius of Loyola, , ,CreateSpace Publishing,9781511845298,04/22/2015,64,6.00(w) x 9.00(h) x 0.13(d),"1,115,138", , , , , , 
942,My Diabetic Soul - An Autobiography,A. K. Buckroth, , ,A. K. Buckroth,2940016321042,02/02/2010,357, ,"1,116,672", , , , , , 
943,Cash: The Autobiography,Johnny Cash l Summary & Study Guide, , ,BookRags.com,2940012926401,06/03/2011, , ,"1,119,031", , , , , , 
944,The Autobiography of Madame Guyon,Guyon,Jeanne Marie Bouvier de la Motte, ,Quality Classics,2940011987762,11/30/2010, , ,"1,122,405", , , , , , 
945,In Where it Hurts: My Autobiography,Bryan Gunn, , ,Vision Sports Publishing,9781909534421,02/20/2015,360, ,"1,123,259", , ,$4.49, ,$4.49, 
946,Autobiography of Old Claib Jones,James Claybourn Jones, , ,Lulu.com,9781257226252,11/16/2011, , ,"1,124,692", , , , , , 
947,My Life of Love and Truth: A Spiritual Autobiography,Barry Long, , ,"Long, Barry Books",9781899324194,06/30/2013,354,5.90(w) x 8.90(h) x 0.90(d),"1,126,998", , , , , , 
948,The Real Deal: The Autobiography of Britain's Most Controversial Media Mogul,Richard Desmond, , ,Random House,9781473518544,06/18/2015,352, ,"1,127,014", , , ,$35.84,$17.99, 
949,In My Own Words: The Autobiography,Paul Galvin, , ,Transworld Publishers Limited,9781473509740,10/30/2014,272, ,"1,127,218", , ,$15.33, ,$8.99, 
950,Face to Face: An Autobiography,Ved Mehta, , ,"Penguin Books, Limited",9789351185727,12/15/2013, , ,"1,129,734", , , ,$16.98,$16.98, 
951,The Log-Cabin Lady - An Anonymous Autobiography,MVB E-Books, , ,MVB E-Books,9783655063231,01/01/2010, , ,"1,130,812", , , , , , 
952,My Fight For Irish Freedom: Dan Breen's Autobiography,Dan Breen, , ,"Mercier Press, Limited, The",9781781170281,01/01/1981,208, ,"1,130,948",1,5.0,$15.03, ,$8.49, 
953,Weeds in Bloom: Autobiography of an Ordinary Man,Robert Newton Peck, , ,Random House Children's Books,9780307549112,07/08/2009,224, ,"1,132,612", , ,$5.99, ,$5.99, 
954,The Autobiography of Jenny X,Lisa Dierbeck, , ,OR Books,2940013409125,11/30/2010,288, ,"1,135,743", , , , , , 
955,Stark Naked: The Autobiography of Graham Stark,Graham Stark, , ,Music Sales Corporation,9780857128089,03/08/2012, , ,"1,136,149", , , ,$10.49,$10.49, 
956,The Autobiography of a Thief (Illustrated),Hutchins Hapgood, , ,Lost Leaf Publications,2940149574872,04/13/2014, , ,"1,136,990", , ,$13.90, ,$0.99, 
957,"Autobiography of an Ordinary Guy - My 400,000 Years of Changing the Human Timeline: A Sci-fi Story?",William Joseph Bray, , ,william bray,2940013566699,11/10/2011, , ,"1,141,409", , , , , , 
958,The The Compleated Autobiography,Benjamin Franklin: 1757-1790, , ,Regnery Publishing,9781596985759,07/01/2007,480, ,"1,141,706", , ,$13.48, ,$11.99, 
959,Autobiography of Goethe: Truth and Poetry Relating to My Life,Johann Wolfgang von Goethe,John Oxenford, ,The Floating Press,9781775411468,01/01/2009, , ,"1,141,972", , , , , , 
960,A Pilot's Story: An Autobiography of a Pilot,Don Volz, , ,Trafford Publishing,9781466949850,08/27/2012, , ,"1,142,929", , ,$25.61, ,$3.99, 
961,The War with the Newts,Karel Capek, , ,Theophania Publishing,9781770833401,09/07/2011,260,6.00(w) x 9.00(h) x 0.55(d),"726,904",1,5.0,$20.24, ,$9.99, 
962,A Still Untitled (Not Quite) Autobiography,Ron Moody, , ,"Biteback Publishing, Ltd.",9781849545778,04/09/2013,272, ,"1,144,359", , , , , , 
963,A Song of Ascents: A Spiritual Autobiography,E. Stanley Jones, , ,United Methodist Publishing House,9780687097920,12/01/1968,404,5.50(w) x 8.40(h) x 1.10(d),"1,145,181", , ,$30.45, , , 
964,As Long As I Have the Strength: The Autobiography of Rabbi Mika Weiss,Rabbi Mika M. Weiss,Burton A. Kittay,Peter Weiss,CreateSpace Publishing,9781434895295,04/10/2008,232,5.50(w) x 8.50(h) x 0.53(d),"1,145,438", , , , , , 
965,The Vision: A Candid Autobiography of a Survivor of Nazis and Communists,T.W. Tib, , ,Xlibris Corporation,9781462818976,08/15/2001, , ,"1,145,995", , ,$8.49, ,$8.49, 
966,Joseph Vance (Barnes & Noble Digital Library): An Ill-Written Autobiography,William De Morgan, , ,Barnes &amp; Noble,9781411444492,03/22/2011,556, ,"1,149,302", , , , ,$1.99, 
967,Autobiography of Anthony Trollope By Anthony Trollope,Anthony Trollope, , ,HM,2940150505285,11/20/2014, , ,"1,149,369", , , , ,$0.99, 
