ID,Title,Episodes,Producers,Genres,Type,Year,Rating
2411,Tokimeki Memorial: Only Love,25,"['Studio Pierrot', 'Konami', 'AIC A.S.T.A.']","['Comedy', 'Harem', 'Romance', 'School']", TV,2006,7.25
2412,Tenchi Muyou! GXP,26,"['VAP', 'FUNimation Entertainment']","['Action', 'Comedy', 'Harem', 'Mecha', 'Police', 'Sci-Fi', 'Shounen', 'Space']", TV,2002,7.25
2413,Toaru Hikuushi e no Koiuta,13,"['Bandai Visual', 'TMS Entertainment', 'NIS America, Inc.', '3xCube', 'ZERO-A']","['Adventure', 'Drama', 'Romance']", TV,2014,7.25
2414,Bokura wa Minna Kawaisou Specials,14,['Brains Base'],['Comedy'], Special,2014,7.25
2415,Cyborg Kuro-chan,66,"['Studio Bogey', 'Public & Basic']","['Comedy', 'Sci-Fi']", TV,1999,7.24
2416,Bosco Daibouken,26,['Nippon Animation'],"['Adventure', 'Fantasy', 'Kids']", TV,1986,7.22
2417,Appleseed (Movie),1,"['Geneon Universal Entertainment', 'Mainichi Broadcasting', 'Sentai Filmworks', 'Digital Frontier', 'Tohokushinsha Film Corporation']","['Action', 'Drama', 'Mecha', 'Military', 'Police', 'Sci-Fi', 'Shounen']", Movie,2004,7.24
2418,Cyborg 009 (1979),50,['Toei Animation'],"['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Shounen']", TV,1979,7.24
2419,Battle Spirits: Shounen Gekiha Dan,50,['Sunrise'],"['Action', 'Game', 'Shounen']", TV,2009,7.23
2420,Ansatsu Kyoushitsu,1,['Brains Base'],"['Action', 'Comedy', 'Shounen']", Special,2013,7.24
2421,Aldnoah.Zero 2nd Season,12,"['Aniplex', 'A-1 Pictures', 'Movic', 'Nitroplus', 'Aniplex of America', 'Houbunsha', 'Mages', 'TROYCA', 'Tokyo MX']","['Action', 'Mecha', 'Sci-Fi', 'Space']", TV,2015,7.24
2422,Doraemon Movie 19: Nobita no Nankai Daibouken,1,['Shin-Ei Animation'],"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Sci-Fi', 'Shounen']", Movie,1998,7.24
2423,Dance in the Vampire Bund,12,"['Shaft', 'Genco', 'FUNimation Entertainment', 'Media Factory', 'Rakuonsha', 'AT-X', 'flying DOG']","['Action', 'Supernatural', 'Vampire']", TV,2010,7.24
2424,Dantalian no Shoka: Ibarahime,1,"['Gainax', 'TV Tokyo', 'Kadokawa Shoten', 'Kadokawa Pictures Japan', 'The Klock Worx']","['Action', 'Historical', 'Mystery']", OVA,2012,7.24
2425,Doraemon Movie 08: Nobita to Ryuu no Kishi,1,"['TV Asahi', 'Asatsu DK', 'Shin-Ei Animation']","['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']", Movie,1987,7.24
2426,Jitsu wa Watashi wa,13,"['TV Tokyo', 'TMS Entertainment']","['Comedy', 'Fantasy', 'Romance', 'School', 'Shounen', 'Supernatural']", TV,2015,7.24
2427,Iria: Zeiram The Animation,6,"['Bandai Visual', 'Media Blasters', 'Central Park Media', 'Discotek']","['Action', 'Adventure', 'Sci-Fi', 'Space']", OVA,1994,7.24
2428,Digimon Frontier,50,"['Toei Animation', 'Yomiko Advertising', 'Fuji TV']","['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']", TV,2002,7.24
2429,Future Card Buddyfight,64,"['Xebec', 'Oriental Light and Magic', 'Bushiroad Inc.']",['Game'], TV,2014,7.24
2430,Koisuru Tenshi Angelique: Kagayaki no Ashita,12,"['Satelight', 'Kids Station', 'Koei']","['Drama', 'Fantasy', 'Harem', 'Romance', 'Shoujo']", TV,2007,7.24
2431,Karneval Specials,11,"['Bandai Visual', 'Manglobe']",['Comedy'], Special,2013,7.24
2432,Jungle Taitei: Yuuki ga Mirai wo Kaeru,1,"['Tezuka Productions', 'Studio Jack']",['Adventure'], Special,2009,7.23
2433,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,52,['Nippon Animation'],"['Drama', 'Historical']", TV,1992,7.23
2434,Kikou Ryohei Mellowlink,12,"['Sunrise', 'VAP']","['Action', 'Mecha', 'Military', 'Sci-Fi']", OVA,1988,7.25
2435,JoJo no Kimyou na Bouken (2000),7,['APPP'],"['Adventure', 'Drama', 'Fantasy', 'Horror', 'Shounen', 'Supernatural', 'Vampire']", OVA,2000,7.24
2436,Lupin III: Seven Days Rhapsody,1,"['VAP', 'TMS Entertainment']","['Action', 'Adventure', 'Comedy', 'Shounen']", Special,2006,7.24
2437,Mouretsu Pirates: Abyss of Hyperspace,1,"['Satelight', 'Starchild Records']","['Sci-Fi', 'Space']", Movie,2014,7.23
2438,Seto no Hanayome Fan Disc,2,"['Gonzo', 'AIC']","['Comedy', 'Parody', 'School']", Special,2008,7.24
2439,Nagagutsu wo Haita Neko: 80 Nichikan Sekai Isshuu,1,['Toei Animation'],"['Adventure', 'Kids']", Movie,1976,7.24
2440,Rockman.EXE Beast,25,"['TV Tokyo', 'Xebec', 'Shogakukan Productions', 'Shogakukan Music & Digital Entertainment']","['Action', 'Adventure', 'Game', 'Mecha', 'Sci-Fi', 'Shounen']", TV,2005,7.24
2441,One Piece: Mezase! Kaizoku Yakyuu Ou,1,['Toei Animation'],"['Comedy', 'Fantasy', 'Shounen', 'Sports']", Movie,2004,7.24
2442,Sasameki Koto,13,"['AIC', 'Half H.P Studio', 'flying DOG']","['Comedy', 'Romance', 'School', 'Shoujo Ai']", TV,2009,7.24
2443,Munto: Toki no Kabe wo Koete,1,"['Kyoto Animation', 'Animation Do']","['Action', 'Fantasy', 'Magic', 'Super Power']", OVA,2005,7.24
2444,Negima!? Haru Special!?,1,"['Shaft', 'Starchild Records', 'FUNimation Entertainment', 'GANSIS']","['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'Shounen', 'Super Power']", OVA,2006,7.24
2445,Punch Line,12,"['Aniplex', 'Dentsu', 'Fuji TV', 'Sentai Filmworks', 'MAPPA', 'Mages']","['Comedy', 'Ecchi', 'Sci-Fi', 'Super Power', 'Supernatural']", TV,2015,7.24
2446,Terra Formars OVA,2,"['Warner Bros.', 'Ultra Super Pictures', 'LIDENFILMS', 'Mages', 'Good Smile Company']","['Action', 'Horror', 'Sci-Fi', 'Space']", OVA,2014,7.24
2447,YAT Anshin! Uchuu Ryokou,50,['Group TAC'],"['Adventure', 'Comedy', 'Sci-Fi', 'Shounen']", TV,1996,7.22
2448,Yoake Mae yori Ruriiro na: Crescent Love,12,"['Daume', 'Sentai Filmworks']","['Comedy', 'Romance', 'School', 'Sci-Fi']", TV,2006,7.24
2449,Yamato Takeru,37,['Nippon Animation'],"['Action', 'Adventure', 'Fantasy', 'Magic', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']", TV,1994,7.19
2450,Area 88 (TV),12,"['TV Asahi', 'Group TAC', 'ADV Films']","['Action', 'Drama', 'Military', 'Romance', 'Shounen']", TV,2004,7.2
2451,Bakuman. 2 Special,1,['J.C.Staff'],['Comedy'], Special,2012,7.2
2452,Binan Koukou Chikyuu Bouei-bu LOVE!,12,"['Diomedea', 'FUNimation Entertainment', 'Pony Canyon']","['Comedy', 'Magic', 'Slice of Life']", TV,2015,7.2
2453,Shijou Saikyou no Deshi Kenichi Specials,4,['Brains Base'],"['Action', 'Comedy', 'Martial Arts', 'School', 'Shounen']", Special,2013,7.24
2454,Bleach: Memories in the Rain,1,['Studio Pierrot'],"['Action', 'Adventure', 'Drama', 'Shounen', 'Supernatural']", Special,2005,7.2
2455,Hime Chen! Otogi Chikku Idol Lilpri,51,"['TV Tokyo', 'Shogakukan Productions', 'TMS Entertainment', 'Half H.P Studio']","['Magic', 'Shoujo']", TV,2010,7.2
2456,Dirty Pair: Lovely Angels yori Ai wo Komete,2,"['Sunrise', 'Studio Nue', 'Right Stuf']","['Action', 'Adventure', 'Comedy', 'Police', 'Sci-Fi']", OVA,1987,7.2
2457,Hinata no Aoshigure,1,['Studio Colorido'],"['Adventure', 'Fantasy', 'Romance']", Movie,2013,7.19
2458,IS: Infinite Stratos 2 - World Purge-hen,1,['8bit'],"['Action', 'Comedy', 'Harem', 'Mecha', 'Sci-Fi', 'Shounen']", OVA,2014,7.2
2459,Dog Days'',12,"['Aniplex', 'Seven Arcs', 'Starchild Records', 'Namco Bandai Games', 'Glovision']","['Action', 'Adventure', 'Fantasy', 'Magic']", TV,2015,7.2
2460,Cat's Eye,73,"['Tokyo Movie Shinsha', 'Right Stuf']","['Action', 'Adventure', 'Comedy', 'Mystery', 'Romance']", TV,1983,7.2
2461,Hataraki Man,11,"['Studio Gallop', 'Kodansha', 'Fuji TV', 'Sony Music Entertainment']","['Comedy', 'Drama', 'Romance', 'Seinen', 'Slice of Life']", TV,2006,7.2
2462,Mazinkaiser SKL,3,"['Actas', 'Media Blasters', 'Showgate', 'Dynamic Planning']","['Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen']", OVA,2010,7.2
2463,Koukou Tekken-den Tough,3,"['AIC', 'Central Park Media']","['Action', 'Martial Arts', 'Shounen']", OVA,2002,7.19
2464,Mahoromatic: I'm Home!,2,"['Gainax', 'Sentai Filmworks']","['Comedy', 'Ecchi', 'Romance', 'Sci-Fi']", Special,2009,7.2
2465,Lupin III: Harimao no Zaihou wo Oe!!,1,"['VAP', 'FUNimation Entertainment', 'Kyokuichi Tokyo Movie Shinsha']","['Action', 'Adventure', 'Comedy', 'Shounen']", Special,1995,7.2
2466,Koutetsu Jeeg,46,"['Toei Animation', 'Dynamic Planning']","['Action', 'Demons', 'Mecha', 'Sci-Fi', 'Shounen']", TV,1975,7.18
2467,Kyattou Ninden Teyandee,54,"['Shaft', 'Tatsunoko Productions', 'Studio Nue', 'Discotek']","['Action', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen', 'Super Power']", TV,1990,7.19
2468,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,1,['Studio Gallop'],"['Action', 'Comedy', 'Mystery', 'Police']", Movie,1999,7.21
2469,Lupin III: The Last Job,1,['TMS Entertainment'],"['Adventure', 'Comedy', 'Shounen']", Special,2010,7.2
2470,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,1,"['Oriental Light and Magic', 'The Pokemon Company International']","['Adventure', 'Comedy', 'Fantasy', 'Kids']", Movie,2006,7.2
2471,PopoloCrois,26,"['Tokyo Movie Shinsha', 'TMS Entertainment']","['Adventure', 'Fantasy']", TV,2003,7.2
2472,Ninja Senshi Tobikage,43,['Studio Pierrot'],"['Adventure', 'Mecha', 'Sci-Fi', 'Shounen', 'Space']", TV,1985,7.19
2473,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,3,"['Sunrise', 'Bandai Visual']","['Mecha', 'Military', 'Sci-Fi', 'Space']", OVA,2006,7.2
2474,Nanatsu-iroDrops,12,['Diomedea'],"['Magic', 'Romance', 'School']", TV,2007,7.2
2475,Pandane to Tamago-hime,1,['Studio Ghibli'],"['Adventure', 'Fantasy']", Movie,2010,7.19
2476,Mokke,24,"['Madhouse', 'Kodansha']","['Mystery', 'Slice of Life', 'Supernatural']", TV,2007,7.2
2477,Muteki Choujin Zanbot 3,23,['Sunrise'],"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']", TV,1977,7.19
2478,Switch,2,"['Actas', 'Frontier Works']","['Action', 'Mystery', 'Police']", OVA,2008,7.2
2479,Precure All Stars Movie New Stage: Mirai no Tomodachi,1,"['Toei Animation', 'Marvelous AQL']","['Fantasy', 'Magic', 'Shoujo']", Movie,2012,7.2
2480,Princess Princess,12,"['Studio Deen', 'TV Asahi', 'Media Blasters']","['Comedy', 'School', 'Shoujo']", TV,2006,7.2
2481,Tenjou Tenge: The Ultimate Fight,2,"['Madhouse', 'Geneon Universal Entertainment', 'Discotek']","['Adventure', 'Drama', 'Martial Arts', 'Romance', 'Shounen', 'Supernatural']", OVA,2005,7.2
2482,Re: Cutie Honey,3,"['Gainax', 'Toei Animation', 'Toei Video']","['Action', 'Comedy', 'Ecchi', 'Sci-Fi']", OVA,2004,7.2
2483,Saint Seiya: Soul of Gold,13,"['Toei Animation', 'Bandai Visual', 'Bridge']","['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Shounen']", ONA,2015,7.2
2484,Strike Witches,12,"['Gonzo', 'FUNimation Entertainment', 'Kadokawa Shoten', 'The Klock Worx', 'NTT Docomo', '501st JOINT FIGHTER WING']","['Action', 'Ecchi', 'Magic', 'Military', 'Sci-Fi']", TV,2008,7.2
2485,Toaru Majutsu no Index II Specials,2,['J.C.Staff'],"['Comedy', 'Parody']", Special,2011,7.2
2486,Anne no Nikki,1,"['Madhouse', 'TBS', 'Imagica']","['Drama', 'Historical']", Movie,1995,7.19
2487,Uchuu Kaizoku Captain Harlock: Arcadia-gou no Nazo,1,['Toei Animation'],"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Space']", Movie,1978,7.2
2488,Ao no 6-gou,4,"['Gonzo', 'Bandai Entertainment', 'Discotek']","['Action', 'Adventure', 'Mecha', 'Military', 'Sci-Fi']", OVA,1998,7.19
2489,Armitage III: Polymatrix,1,"['FUNimation Entertainment', 'Pioneer LDC']","['Action', 'Adventure', 'Mecha', 'Military', 'Police', 'Romance', 'Sci-Fi']", Movie,1996,7.18
2490,Vassalord.,1,['Production I.G'],"['Action', 'Comedy', 'Fantasy', 'Mystery', 'Shounen Ai', 'Supernatural', 'Vampire']", OVA,2013,7.2
2491,Usavich,13,['Kanaban Graphics'],"['Adventure', 'Comedy']", TV,2006,7.2
2492,Touch: Cross Road - Kaze no Yukue,1,"['VAP', 'Group TAC', 'Kodansha', 'Studio Jack']","['Romance', 'Shounen', 'Sports']", Special,2001,7.2
2493,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui! OVA,1,['Silver Link'],"['Comedy', 'School', 'Slice of Life']", OVA,2014,7.2
2494,Battle Spirits: Sword Eyes Gekitouden,21,['Sunrise'],['Shounen'], TV,2013,7.16
2495,Bokura no Live Kimi to no Life,1,"['Sunrise', 'Lantis']",['Music'], Music,2010,7.2
2496,Chibi Maruko-chan: Watashi no Suki na Uta,1,"['Nippon Animation', 'Sakura Production']","['Comedy', 'Slice of Life']", Movie,1992,7.19
2497,Chou Mashin Eiyuuden Wataru,51,['Sunrise'],"['Action', 'Adventure', 'Comedy', 'Mecha']", TV,1997,7.16
2498,Neo Angelique Abyss: Second Age,13,"['Yumeta Company', 'Sentai Filmworks']","['Adventure', 'Fantasy', 'Harem', 'Shoujo']", TV,2008,7.22
2499,Otome wa Boku ni Koishiteru,12,"['Feel', 'Starchild Records', 'Dream Force', 'GANSIS']","['Comedy', 'Drama', 'Romance', 'School']", TV,2006,7.22
2500,Asatte no Houkou.,12,"['J.C.Staff', 'Bandai Visual', 'Lantis', 'TBS', 'Sentai Filmworks']","['Drama', 'Supernatural']", TV,2006,7.19
2501,Aura Battler Dunbine,49,"['Sunrise', 'Bandai Visual', 'ADV Films']","['Adventure', 'Mecha', 'Sci-Fi']", TV,1983,7.19
2502,Solty Rei Specials,2,"['Gonzo', 'AIC', 'TV Asahi', 'FUNimation Entertainment']","['Comedy', 'Drama']", Special,2006,7.22
2503,Shin Captain Tsubasa,13,"['Nippon Animation', 'Studio Comet', 'NAS', 'Fuji TV']","['Action', 'Shounen', 'Sports']", OVA,1989,7.22
2504,Photon,6,"['AIC', 'Movic', 'Central Park Media']","['Action', 'Adventure', 'Comedy', 'Drama', 'Ecchi', 'Mecha', 'Romance', 'Sci-Fi', 'Shounen']", OVA,1997,7.22
2505,Seirei Tsukai no Blade Dance,12,"['Genco', 'Media Factory', 'TNK', 'Movic', 'AT-X', 'Sentai Filmworks', 'Showgate']","['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'School', 'Supernatural']", TV,2014,7.22
2506,Rental Magica,24,"['Kadokawa Shoten', 'Right Stuf', 'Zexcs', 'NTT Docomo']","['Fantasy', 'Mystery', 'Shounen', 'Supernatural']", TV,2007,7.22
2507,Pokemon Diamond & Pearl,191,"['TV Tokyo', 'Oriental Light and Magic', 'Shogakukan Productions', 'Viz Media', 'SoftX', 'The Pokemon Company International', 'Nintendo Co., Ltd.', 'Studio Jack']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']", TV,2006,7.22
2508,Peach Girl,25,"['TV Tokyo', 'Nomad', 'Marvelous Entertainment', 'FUNimation Entertainment', 'Studio Comet', 'Studio Jack']","['Drama', 'Romance', 'Shoujo', 'Slice of Life']", TV,2005,7.22
2509,Shin KoihimeMusou: Otome Tairan,12,"['Doga Kobo', 'Sentai Filmworks', 'PRA', 'Jumondo']","['Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Historical']", TV,2010,7.22
2510,Taiho Shichau zo Special,20,['TBS'],"['Action', 'Comedy', 'Police', 'Shounen']", TV,1999,7.22
2511,Bubblegum Crisis Tokyo 2040,26,"['AIC', 'ADV Films', 'FUNimation Entertainment', 'Victor Entertainment']","['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']", TV,1998,7.21
2512,Sousei no Aquarion,26,"['Satelight', 'Touhouku Shinsha', 'FUNimation Entertainment', 'Media Factory', 'Production Reed', 'Bandai', 'Tohokushinsha Film Corporation']","['Action', 'Mecha', 'Romance', 'Sci-Fi', 'Super Power', 'Supernatural']", TV,2005,7.22
2513,Taiho Shichau zo: Full Throttle Special,1,"['Studio Deen', 'TBS', 'Sentai Filmworks']","['Action', 'Adventure', 'Comedy', 'Police']", Special,2008,7.21
2514,Aikatsu!,  Unknown,"['Sunrise', 'TV Tokyo', 'Bandai Visual', 'Dentsu', 'Bandai Namco Pictures']","['Music', 'School', 'Shoujo', 'Slice of Life']", TV,2012,7.21
2515,Ushio to Tora,10,['Toshiba EMI'],"['Action', 'Comedy', 'Horror']", OVA,1992,7.22
2516,YuGiOh!: Duel Monsters GX,180,"['Toei Animation', 'Studio Gallop', 'NAS', 'Nihon Ad Systems', '4Kids Entertainment']","['Action', 'Comedy', 'Fantasy', 'Game', 'Shounen']", TV,2004,7.22
2517,Yami Shibai,13,"['TV Tokyo', 'ILCA']","['Dementia', 'Horror', 'Supernatural']", TV,2013,7.21
2518,Crayon Shin-chan Movie 03: Unkokusai no Yabou,1,"['TV Asahi', 'Asatsu DK', 'Shin-Ei Animation']","['Comedy', 'Ecchi', 'Kids', 'School', 'Shounen', 'Slice of Life']", Movie,1995,7.21
2519,Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,1,"['TV Asahi', 'Asatsu DK', 'Shin-Ei Animation']","['Comedy', 'Ecchi', 'Kids', 'School', 'Shounen', 'Slice of Life']", Movie,2000,7.21
2520,Chikyuu Bouei Kigyou Dai-Guard,26,"['Xebec', 'TV Tokyo Music']","['Adventure', 'Comedy', 'Mecha', 'Military', 'Sci-Fi', 'Shounen']", TV,1999,7.21
2521,Devilman: Tanjou-hen,1,"['Kodansha', 'Dynamic Planning']","['Demons', 'Horror', 'Sci-Fi', 'Supernatural']", OVA,1987,7.21
2522,Escaflowne,1,"['Bones', 'Sunrise', 'FUNimation Entertainment', 'Bandai Entertainment', 'Atelier Musa']","['Adventure', 'Drama', 'Fantasy', 'Mecha', 'Romance', 'Sci-Fi', 'Shoujo']", Movie,2000,7.21
2523,Gedo Senki,1,['Studio Ghibli'],"['Adventure', 'Fantasy', 'Magic']", Movie,2006,7.21
2524,GA: Geijutsuka Art Design Class OVA,1,['AIC Plus+'],"['Comedy', 'School', 'Seinen', 'Slice of Life']", OVA,2010,7.2
2525,Crayon Shin-chan Movie 11: Arashi wo Yobu Eikou no Yakiniku Road,1,['TV Asahi'],"['Comedy', 'Ecchi', 'Kids', 'School', 'Shounen', 'Slice of Life']", Movie,2003,7.21
2526,Mahoromatic 2 End Year Special,1,['Gainax'],"['Comedy', 'Ecchi', 'Military', 'Romance', 'Sci-Fi']", Special,2002,7.2
2527,Hi no Tori: Houou Hen,1,"['Tezuka Productions', 'Toho Company']","['Drama', 'Fantasy', 'Historical']", Movie,1986,7.19
2528,Honoo no Mirage: Minagiwa no Hangyakusha,3,"['Madhouse', 'Aniplex', 'Media Blasters']","['Action', 'Drama', 'Historical', 'Romance', 'Shoujo', 'Shounen Ai', 'Supernatural']", OVA,2004,7.2
2529,Girls und Panzer Specials,6,"['Actas', 'Sentai Filmworks']","['Military', 'School']", Special,2012,7.21
2530,Madlax,26,"['Bee Train', 'ADV Films', 'Victor Entertainment']","['Drama', 'Magic', 'Military', 'Mystery', 'Psychological', 'Shounen', 'Supernatural']", TV,2004,7.21
2531,Kannagi: Moshimo Kannagi ga Attara...,1,"['Aniplex', 'A-1 Pictures', 'Ordet']","['Comedy', 'School', 'Shounen', 'Supernatural']", Special,2009,7.21
2532,Kimi no Iru Machi,12,"['Gonzo', 'TV Tokyo', 'Right Stuf', 'ZERO-A']","['Drama', 'Romance', 'Slice of Life']", TV,2013,7.21
2533,Kaibutsu Oujo,25,"['Madhouse', 'Imagin', 'ADV Films', 'Lantis', 'Sentai Filmworks', 'Index']","['Action', 'Comedy', 'Horror', 'Shounen', 'Supernatural', 'Vampire']", TV,2007,7.21
2534,Mama wa Shougaku 4 Nensei,51,['Sunrise'],"['Comedy', 'Drama', 'Sci-Fi']", TV,1992,7.2
2535,Nagagutsu wo Haita Neko,1,"['Toei Animation', 'Discotek']","['Adventure', 'Fantasy', 'Kids']", Movie,1969,7.21
2536,Shin Getter Robo tai Neo Getter Robo,4,"['Bandai Visual', 'Bee Media', 'Discotek', 'Dynamic Planning']","['Action', 'Mecha', 'Sci-Fi', 'Shounen']", OVA,2000,7.21
2537,Muv-Luv Alternative: Total Eclipse,24,"['TV Tokyo', 'Satelight', 'Avex Entertainment', 'AT-X', 'Magic Capsule', 'Sentai Filmworks', 'ixtl']","['Action', 'Mecha', 'Military', 'Sci-Fi']", TV,2012,7.21
2538,Pokemon Diamond & Pearl: Genei no Hasha Zoroark,1,"['Oriental Light and Magic', 'Viz Media', 'The Pokemon Company International', 'Studio Jack']","['Action', 'Adventure', 'Fantasy', 'Kids']", Movie,2010,7.21
2539,Makai Ouji: Devils and Realist,12,"['TV Tokyo', 'Doga Kobo', 'Sentai Filmworks']","['Comedy', 'Demons', 'Fantasy', 'Historical', 'Mystery', 'School', 'Shoujo', 'Supernatural']", TV,2013,7.21
2540,Marco: Haha wo Tazunete Sanzenri,1,['Nippon Animation'],"['Adventure', 'Drama']", Movie,1999,7.21
2541,One Piece: Chinjuujima no Chopper Oukoku,1,"['Toei Animation', 'Fuji Pacific Music Publishing']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Super Power']", Movie,2002,7.21
2542,Soukou no Strain,13,"['Studio Fantasia', 'FUNimation Entertainment', 'Happinet Pictures']","['Drama', 'Ecchi', 'Mecha', 'Military', 'Sci-Fi']", TV,2006,7.21
2543,Wonderful Days,1,"['Gainax', 'Tin House']","['Action', 'Drama', 'Romance', 'Sci-Fi']", Movie,2003,7.21
2544,Tenchi Muyou! Manatsu no Eve,1,"['Geneon Universal Entertainment', 'AIC', 'Genco', 'Pioneer LDC']","['Action', 'Comedy', 'Sci-Fi', 'Shounen', 'Space']", Movie,1997,7.21
2545,Tsukuyomi: Moon Phase,25,"['Shaft', 'FUNimation Entertainment']","['Comedy', 'Fantasy', 'Romance', 'Shounen', 'Vampire']", TV,2004,7.21
2546,Shin Hakkenden,26,"['TV Tokyo', 'Public & Basic']","['Action', 'Adventure', 'Martial Arts', 'Sci-Fi']", TV,1999,7.2
2547,Uchuu Densetsu Ulysses 31,26,"['Tokyo Movie Shinsha', 'TMS Entertainment', 'DiC Entertainment']","['Action', 'Adventure', 'Sci-Fi', 'Space']", TV,1981,7.21
2548,Yakushiji Ryouko no Kaiki Jikenbo,13,"['Starchild Records', 'Doga Kobo', 'GANSIS']","['Mystery', 'Police', 'Supernatural']", TV,2008,7.21
2549,Toaru Majutsu no Index: Endymion no Kiseki Special,1,"['J.C.Staff', 'Geneon Universal Entertainment']","['Action', 'Magic', 'Sci-Fi', 'Super Power']", Special,2013,7.21
2550,Comet Lucifer,12,"['Sentai Filmworks', '8bit']","['Adventure', 'Fantasy']", TV,2015,7.19
2551,Gensoumaden Saiyuuki: Kibou no Zaika,1,['add some'],"['Adventure', 'Fantasy']", OVA,2002,7.19
2552,Dual Parallel! Trouble Adventures,13,"['Geneon Universal Entertainment', 'AIC']","['Action', 'Comedy', 'Harem', 'Mecha', 'Sci-Fi', 'Shounen']", TV,1999,7.19
2553,Harukanaru Toki no Naka de: Hachiyou Shou,26,['Yumeta Company'],"['Demons', 'Fantasy', 'Historical', 'Magic', 'Shoujo', 'Supernatural']", TV,2004,7.19
2554,Chuunibyou demo Koi ga Shitai! Ren Lite,6,['Kyoto Animation'],"['Comedy', 'School']", ONA,2013,7.19
2555,Deadman Wonderland OVA,1,"['Manglobe', 'FUNimation Entertainment']","['Action', 'Horror', 'Sci-Fi']", OVA,2011,7.19
2556,D.C.S.S: Da Capo Second Season,26,['Feel'],"['Comedy', 'Drama', 'Harem', 'Romance', 'Supernatural']", TV,2005,7.19
2557,Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin,1,"['Toei Animation', 'FUNimation Entertainment']","['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']", Movie,1992,7.19
2558,Hoshi wo Katta Hi,1,['Studio Ghibli'],"['Kids', 'Sci-Fi']", Movie,2006,7.16
2559,Iblard Jikan,1,['Studio Ghibli'],['Fantasy'], OVA,2007,7.19
2560,Inukami! the Movie,1,"['Seven Arcs', 'ASCII Media Works']","['Comedy', 'Ecchi', 'Magic', 'Romance', 'Supernatural']", Movie,2007,7.19
2561,IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,1,"['Sentai Filmworks', '8bit', 'Sony Music Communications', 'Project IS']","['Action', 'Comedy', 'Harem', 'Mecha', 'Sci-Fi', 'Shounen']", OVA,2011,7.19
2562,Kamisama Dolls,13,"['TV Tokyo', 'Shogakukan Productions', 'Media Factory', 'Brains Base', 'Half H.P Studio', 'AT-X', 'Sentai Filmworks', 'flying DOG', 'Sony Music Communications']","['Action', 'Seinen', 'Supernatural']", TV,2011,7.18
